"configuration","problem","model","data_file","status","time","paths","restarts","unifiedVariables","evaluatedHalfReifiedConstraints","propagators","peakDepth","run","flatBoolConstraints","flatBoolVars","flatIntConstraints","initTime","objective","flatTime","intVariables","flatIntVars","method","extractedViews","propagations","solveTime","nSolutions","failures","blockType","oracleDecisions","userDecisions"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.5416699023917317","0","0","0","600","631","705","results_filter","180","600","635","0.012123","18","0.202398","29","49","minimize","4","327254","0.086924","5","3058","complete","3338","5364"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.4868744183331728","0","9","0","","35","168","results_filter","","","36","0.005743","18","0.167032","51","52","minimize","1","14400","0.082901","16","386","complete","1528","1189"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9711226299405098","0","0","0","","11","20","results_filter","","","14","0.004708","4","0.244722","18","26","minimize","3","95","0.0035","1","7","complete","0","32"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.8366659171879292","0","0","0","","49","54","results_filter","","","57","0.007269","21","0.175166","35","69","minimize","8","885","0.009904","2","5","complete","0","110"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.6385686034336686","0","151","0","","33","37","results_filter","","","37","0.005924","18","0.169142","29","49","minimize","4","99789","0.233686","4","5528","complete","2641","12417"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.41072191298","0","0","0","","67","76","results_filter","","","75","0.008927","16","0.17166","65","105","minimize","8","71059895","1199.823906","2","9563410","complete","0","13632396"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.8576514143497","0","0","0","","67","83","results_filter","","","75","0.01098","14","0.221521","97","105","minimize","8","90323883","1199.771788","2","6742904","complete","0","22098033"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5762287070974708","0","0","0","","33","42","results_filter","","","37","0.006779","16","0.179321","45","49","minimize","4","28585","0.066539","3","1333","complete","0","5504"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","81.69354292843491","0","30615","0","","67","108","results_filter","","","75","0.007578","32","0.194353","65","73","minimize","8","14209353","81.016015","1","600807","complete","467732","839271"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.3886015200987","0","0","0","","67","75","results_filter","","","75","0.007523","18","0.15491","49","105","minimize","8","58983091","1199.84987","4","7642762","complete","0","9349840"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.305071915499866","0","373","0","","33","40","results_filter","","","37","0.005419","34","0.201311","29","33","minimize","4","200479","0.625459","1","16189","complete","9792","11322"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4243985144421458","0","0","0","","11","20","results_filter","","","14","0.004599","6","0.184355","18","26","minimize","3","135","0.003708","1","14","complete","0","44"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.2944132005796","0","0","0","","67","83","results_filter","","","75","0.008629","14","0.425827","97","105","minimize","8","92974716","1199.565358","2","7062197","complete","0","23072383"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7760590324178338","0","7","0","","35","119","results_filter","","","36","0.007913","19","0.172391","34","52","minimize","1","17352","0.074292","10","389","complete","682","2181"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.626732655800879","0","107","0","","33","114","results_filter","","","37","0.005843","18","0.172683","29","49","minimize","4","85465","0.21784","3","5194","complete","2316","11458"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.41784415673464537","0","0","0","","49","67","results_filter","","","57","0.006281","17","0.168751","69","77","minimize","8","772","0.010992","2","19","complete","0","180"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","574.8730691829696","0","128606","0","","67","201","results_filter","","","75","0.008781","14","0.255131","97","105","minimize","8","66211839","573.694393","2","4785756","complete","4095127","9469270"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.5644339891150594","0","0","0","","25","27","results_filter","","","26","0.006839","15","0.181978","24","33","minimize","1","6016","0.020977","3","621","complete","0","724"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.4427559198812","0","0","0","","67","87","results_filter","","","75","0.007825","10","0.180476","97","105","minimize","8","87607882","1199.816509","4","8097195","complete","0","31756849"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.45681541599333286","0","40","0","","25","33","results_filter","","","26","0.006641","15","0.171187","32","33","minimize","1","8298","0.024396","3","746","complete","274","824"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.6480293506756425","0","248","0","","49","40","results_filter","","","57","0.006147","28","0.174346","35","51","minimize","8","88051","0.227395","1","4925","complete","3570","5316"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.4487702501937747","0","5","0","","35","127","results_filter","","","36","0.005668","18","0.16917","51","52","minimize","1","9147","0.044552","6","322","complete","562","1137"
"Huub_free_basic","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9709130357950926","0","0","0","","11","20","results_filter","","","14","0.004704","4","0.244797","18","26","minimize","3","95","0.003547","1","7","complete","0","32"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4719978701323271","0","0","0","","49","67","results_filter","","","57","0.007183","17","0.173225","69","77","minimize","8","806","0.011426","2","19","complete","0","180"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.46138032618910074","0","36","0","","25","33","results_filter","","","26","0.005592","15","0.164441","32","33","minimize","1","7922","0.025666","3","717","complete","224","798"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5608768872916698","0","0","0","","33","42","results_filter","","","37","0.007245","16","0.212383","45","49","minimize","4","25409","0.062426","3","1130","complete","0","4792"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5077989343553782","0","0","0","600","631","723","results_filter","180","600","635","0.013463","16","0.203712","45","49","minimize","4","156917","0.036381","4","615","complete","2722","2451"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","98.87889495119452","0","27955","0","","67","123","results_filter","","","75","0.007027","32","0.187516","65","73","minimize","8","15344144","98.41137","1","730500","complete","607633","865695"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.282138466835","0","0","0","","67","87","results_filter","","","75","0.007944","10","0.170795","97","105","minimize","8","89791742","1199.821466","3","7056240","complete","0","31596106"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","8.488023512996733","0","0","0","","35","43","results_filter","","","36","0.007548","19","0.172665","34","52","minimize","1","2474323","8.041852","12","90998","complete","0","540687"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","90.67056598328054","0","27783","0","","67","147","results_filter","","","75","0.007386","32","0.18006","65","73","minimize","8","14459314","89.764203","1","634836","complete","489083","845133"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","1.0535802710801363","0","0","0","254","277","278","results_filter","127","254","278","0.008057","18","0.291162","24","25","minimize","1","163269","0.045482","1","1859","complete","254","1891"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5272196717560291","0","0","0","","49","40","results_filter","","","57","0.006173","28","0.176288","35","51","minimize","8","24744","0.10108","1","2738","complete","0","2955"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.4621014231815934","0","0","0","","25","27","results_filter","","","26","0.006155","15","0.162966","24","33","minimize","1","6016","0.020496","3","621","complete","0","724"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.46742497850209475","0","0","0","310","333","362","results_filter","127","310","334","0.009378","15","0.200503","32","33","minimize","1","56917","0.022244","3","623","complete","990","738"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","55.68262077309191","0","21195","0","","67","180","results_filter","","","75","0.008638","16","0.170756","65","105","minimize","8","10757625","55.226739","3","773252","complete","488503","1112006"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.5254277465865016","0","0","0","1288","1335","1582","results_filter","336","1288","1343","0.0214","21","0.24063","35","69","minimize","8","16265","0.010911","2","5","complete","3056","110"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.2352581555024","0","0","0","","67","76","results_filter","","","75","0.007754","16","0.169423","65","105","minimize","8","70850270","1199.826367","2","9483518","complete","0","13637570"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5896156961098313","0","0","0","","49","57","results_filter","","","57","0.005845","18","0.195329","35","77","minimize","8","3168","0.025557","3","123","complete","0","954"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.5086507759988308","0","0","0","720","751","911","results_filter","180","720","755","0.014639","15","0.20129","45","61","minimize","4","213467","0.040531","2","1202","complete","1697","5143"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.2548882598057","0","122454","0","","67","125","results_filter","","","75","0.007078","34","0.168259","49","57","minimize","8","65257457","1199.841926","1","3389096","complete","2656909","3416614"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6039214488118887","0","0","0","","25","24","results_filter","","","26","0.005086","18","0.196767","24","25","minimize","1","18179","0.055378","1","2016","complete","0","2046"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5865494087338448","0","34","0","","25","24","results_filter","","","26","0.005172","18","0.198346","24","25","minimize","1","10778","0.028052","1","920","complete","246","819"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","49.007796788588166","0","0","0","1456","1521","1616","results_filter","608","1456","1529","0.025667","32","0.273664","65","73","minimize","8","49698618","48.029246","1","333554","complete","1556","337451"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","584.7882173899561","0","158296","0","","67","195","results_filter","","","75","0.008023","14","0.187113","97","105","minimize","8","69667598","584.222589","1","4953170","complete","4621497","8930413"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","25.749366216361523","0","7561","0","","67","226","results_filter","","","75","0.007762","10","0.166741","97","105","minimize","8","3881839","25.345253","7","331302","complete","287747","585775"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5767422122880816","0","55","0","","49","40","results_filter","","","57","0.006144","28","0.172686","35","51","minimize","8","41759","0.159856","1","3400","complete","1580","3058"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.2648783065379","0","0","0","","67","87","results_filter","","","75","0.008271","10","0.181899","97","105","minimize","8","87863198","1199.813809","4","8059728","complete","0","31783285"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.8763547278940678","0","0","0","","11","20","results_filter","","","14","0.005694","6","0.172696","18","26","minimize","3","134","0.003734","1","14","complete","0","44"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.315816476941","0","114752","0","","67","107","results_filter","","","75","0.007713","34","0.186647","49","57","minimize","8","65245060","1199.823593","1","3508625","complete","2680128","3392134"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9181682225316763","0","1","0","","25","129","results_filter","","","26","0.005558","10","0.169693","32","48","minimize","1","4666","0.022328","4","228","complete","224","1016"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.8633339386433363","0","5","0","","33","52","results_filter","","","37","0.007159","15","0.369467","45","61","minimize","4","11449","0.038069","2","830","complete","260","3083"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","94.53713431116194","0","28523","0","","67","110","results_filter","","","75","0.008085","32","0.356727","49","73","minimize","8","15210514","91.715055","1","668140","complete","514911","902204"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.48616601154208183","0","40","0","","25","27","results_filter","","","26","0.005688","15","0.219251","24","33","minimize","1","8272","0.022721","3","746","complete","266","809"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.8488891180604696","0","36","0","","25","41","results_filter","","","26","0.005468","15","0.173994","32","33","minimize","1","7930","0.025352","3","717","complete","232","798"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6170081403106451","0","0","0","","25","24","results_filter","","","26","0.00511","18","0.196967","24","25","minimize","1","20606","0.054463","1","2354","complete","0","2385"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.5116401165723801","0","40","0","","25","33","results_filter","","","26","0.006421","15","0.202063","32","33","minimize","1","8301","0.023343","3","746","complete","274","824"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.2416983600706","0","0","0","","67","87","results_filter","","","75","0.008094","10","0.167699","97","105","minimize","8","84606552","1199.825601","4","7829104","complete","0","30774914"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.8107690867036581","0","0","0","","49","54","results_filter","","","57","0.006487","21","0.176095","35","69","minimize","8","856","0.009964","2","5","complete","0","110"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.4567378433421254","0","0","0","508","531","634","results_filter","127","508","532","0.010874","10","0.184265","32","48","minimize","1","68965","0.02573","3","366","complete","1790","1800"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","32.91810226161033","0","0","0","2432","2497","2954","results_filter","608","2432","2505","0.034371","16","0.255464","65","105","minimize","8","68742315","32.348669","3","603321","complete","3720","660975"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6583873741328716","0","0","0","","33","47","results_filter","","","37","0.006754","11","0.186363","45","61","minimize","4","20165","0.125896","2","5589","complete","0","8602"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.7382298167794943","0","0","0","","49","54","results_filter","","","57","0.006671","21","0.264355","35","69","minimize","8","856","0.009673","2","5","complete","0","110"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.46690401155501604","0","5","0","","35","123","results_filter","","","36","0.007748","19","0.169048","34","52","minimize","1","13776","0.061648","10","291","complete","719","1260"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","21.758113594725728","0","6033","0","","67","196","results_filter","","","75","0.007575","10","0.218901","97","105","minimize","8","3570111","21.125089","3","301161","complete","247469","548536"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.775169768370688","0","0","0","","33","37","results_filter","","","37","0.005905","18","0.169385","29","49","minimize","4","212303","0.371558","4","10626","complete","0","35153"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.6373250028118491","0","0","0","","11","20","results_filter","","","14","0.004717","6","0.337686","18","26","minimize","3","135","0.003823","1","14","complete","0","44"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4150230847299099","0","0","0","","49","67","results_filter","","","57","0.00619","17","0.169108","69","77","minimize","8","772","0.01102","2","19","complete","0","180"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.6398823568597436","0","0","0","","49","54","results_filter","","","57","0.007453","21","0.196202","35","69","minimize","8","885","0.010123","2","5","complete","0","110"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","1094.2519368855283","0","277617","0","","67","222","results_filter","","","75","0.008651","14","0.253973","97","105","minimize","8","106653364","1093.145936","4","7206172","complete","5994720","14954036"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5814159223809838","0","0","0","","49","57","results_filter","","","57","0.005842","18","0.195249","35","77","minimize","8","3261","0.02634","3","123","complete","0","954"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","9.780351027846336","0","0","0","","35","43","results_filter","","","36","0.005665","19","0.167746","34","52","minimize","1","2711878","9.378074","12","90998","complete","0","540687"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","45.443613030947745","0","0","0","","67","55","results_filter","","","75","0.008207","32","0.355012","49","73","minimize","8","2232610","42.433571","1","332297","complete","0","336966"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.4941059397533536","0","0","0","","49","54","results_filter","","","57","0.00622","21","0.19734","35","69","minimize","8","896","0.010139","2","5","complete","0","110"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.943053709343","0","0","0","2432","2497","2943","results_filter","608","2432","2505","0.035347","18","0.257695","49","105","minimize","8","656456711","1199.722992","5","5581471","complete","6997","6266134"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","53.18408847413957","0","0","0","","35","34","results_filter","","","36","0.006664","35","0.172139","34","35","minimize","1","1567429","52.739583","6","237797","complete","0","238341"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0810307143256068","0","241","0","","33","39","results_filter","","","37","0.005465","34","0.197489","29","33","minimize","4","156335","0.51496","1","13631","complete","6053","11011"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","44.39510034862906","0","0","0","","67","60","results_filter","","","75","0.007134","32","0.202858","65","73","minimize","8","2260729","43.657448","1","334746","complete","0","338625"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.8564242860302329","0","40","0","","25","41","results_filter","","","26","0.006865","15","0.174546","32","33","minimize","1","8306","0.022311","3","746","complete","282","824"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.7968789273872972","0","0","0","","33","52","results_filter","","","37","0.006336","15","0.168748","45","61","minimize","4","80839","0.193894","2","5400","complete","0","23934"
"Huub_user_basic","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.7266781609505415","0","0","0","","49","57","results_filter","","","57","0.006276","18","0.200964","35","77","minimize","8","3055","0.024283","3","113","complete","0","903"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4761667922139168","0","40","0","","25","33","results_filter","","","26","0.005694","15","0.170046","32","33","minimize","1","8298","0.022477","3","746","complete","274","824"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9015938173979521","0","0","0","","11","20","results_filter","","","14","0.004654","4","0.16582","18","26","minimize","3","95","0.003505","1","7","complete","0","32"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","49.30426138732582","0","0","0","","67","55","results_filter","","","75","0.008069","32","0.35567","49","73","minimize","8","2266676","46.294595","1","332378","complete","0","337078"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9227456748485565","0","0","0","","11","20","results_filter","","","14","0.004764","4","0.2303","18","26","minimize","3","95","0.003515","1","7","complete","0","32"
"Huub_user_diffn","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.096549404785037","0","0","0","","33","29","results_filter","","","37","0.005458","34","0.198956","29","33","minimize","4","114599","0.528785","1","12257","complete","0","12610"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.6353085851296782","0","0","0","","33","52","results_filter","","","37","0.005962","15","0.169741","45","61","minimize","4","80839","0.185382","2","5400","complete","0","23934"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","36.779867311008275","0","13989","0","","67","172","results_filter","","","75","0.007924","11","0.205514","97","105","minimize","8","6519364","35.564422","2","481406","complete","419528","942006"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","8.517136439681053","0","0","0","","35","43","results_filter","","","36","0.006821","19","0.170175","34","52","minimize","1","2474323","7.939577","12","90998","complete","0","540687"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.427897320129","0","0","0","","67","83","results_filter","","","75","0.007454","11","0.216519","97","105","minimize","8","87181340","1199.778689","3","8254821","complete","0","28417966"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4889584491029382","0","0","0","","25","39","results_filter","","","26","0.00735","11","0.171887","24","48","minimize","1","6068","0.029428","3","363","complete","0","2199"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","94.80558716971427","0","32467","0","","67","105","results_filter","","","75","0.008124","32","0.355787","49","73","minimize","8","15266839","91.976452","1","624609","complete","532797","859112"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4714390682056546","0","0","0","508","531","631","results_filter","127","508","532","0.010339","11","0.186315","24","48","minimize","1","55307","0.025821","5","245","complete","2961","1338"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","21.901377273723483","0","0","0","","35","43","results_filter","","","36","0.007754","19","0.174848","34","52","minimize","1","6373808","21.187393","13","227190","complete","0","1397497"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.2331334762275","0","0","0","","67","76","results_filter","","","75","0.007684","16","0.168315","65","105","minimize","8","68157993","1199.826576","2","10091294","complete","0","12600267"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.606067169457674","0","0","0","","25","24","results_filter","","","26","0.005961","18","0.197334","24","25","minimize","1","16751","0.042215","1","1738","complete","0","1764"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.243405229412","0","0","0","","67","76","results_filter","","","75","0.008804","16","0.168513","65","105","minimize","8","68387319","1199.82541","2","9202772","complete","0","13142358"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.47674606647342443","0","7","0","","35","128","results_filter","","","36","0.00612","19","0.171546","34","52","minimize","1","15471","0.069267","8","327","complete","620","1393"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.4872501492500305","0","3","0","","33","136","results_filter","","","37","0.005825","16","0.193011","45","49","minimize","4","20157","0.051041","3","745","complete","375","2750"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.46953704860061407","0","0","0","","25","39","results_filter","","","26","0.005859","11","0.185842","24","48","minimize","1","6222","0.030413","3","363","complete","0","2199"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4726388696581125","0","0","0","","25","39","results_filter","","","26","0.005873","11","0.185996","24","48","minimize","1","6778","0.032985","4","389","complete","0","2436"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0846250671893358","0","689","0","","33","50","results_filter","","","37","0.005431","34","0.210338","29","33","minimize","4","177947","0.48695","1","11972","complete","8283","11964"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4667695686221123","0","0","0","","25","32","results_filter","","","26","0.006312","15","0.172187","32","33","minimize","1","6034","0.020509","3","621","complete","0","739"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","115.51629782374948","0","16808","0","","35","102","results_filter","","","36","0.006457","35","0.170653","34","35","minimize","1","4897221","115.059311","6","449043","complete","324120","337182"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6920534055680037","0","29","0","","25","24","results_filter","","","26","0.005042","18","0.170603","24","25","minimize","1","8290","0.019223","1","562","complete","302","401"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","60.592858525924385","0","22787","0","","67","180","results_filter","","","75","0.007746","16","0.179631","65","105","minimize","8","11056583","60.132197","3","717702","complete","483309","1212338"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","131.58669821359217","0","17380","0","","35","82","results_filter","","","36","0.006061","35","0.170935","34","35","minimize","1","5300534","131.161445","6","480401","complete","330010","364862"
"Huub_free_basic","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.47046974301338196","0","7","0","","35","116","results_filter","","","36","0.005839","19","0.167499","34","52","minimize","1","17365","0.069204","10","411","complete","655","2210"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.2499181553721","0","0","0","","67","83","results_filter","","","75","0.007434","14","0.168374","97","105","minimize","8","78069282","1199.829519","3","6566162","complete","0","19172357"
