"configuration","problem","model","data_file","status","time","nodes","evaluatedHalfReifiedConstraints","randomSeed","nSolutions","blockType","failures","intVars","peakDepth","variables","restarts","boolVariables","backjumps","oracleDecisions","nogoods","unifiedVariables","solveTime","flatBoolVars","propagators","flatBoolConstraints","flatTime","flatIntConstraints","baseMem","solutions","paths","flatIntVars","run","peakMem","propagations","objective","objectiveBound","extractedViews","userDecisions","initTime","trailMem","evaluatedReifiedConstraints","eliminatedImplications","intVariables","method"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","80.8578487727791","","84","","1","complete","397805","","20","","0","","","0","","0","79.572834","15498","447","4956","0.648031","16839","","","0","5905","results_rect_new","","15779710","","","16380","398450","0.165189","","10584","42","103","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","81.86713690310717","","88","","1","complete","394753","","22","","0","","","0","","0","80.704749","16258","453","5214","0.609979","17603","","","0","6161","results_rect_new","","15623905","","","17138","395409","0.171614","","11088","44","105","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","402.90620542503893","19471712","176","","1","","9735771","","66","289","0","","","","","","402.654","176","393","132","0.091181","259","","1","0","111","results_rect_new","","398103833","","","","","0.004157","","","88","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","829.9415437495336","","88","","1","complete","3368329","","21","","0","","","0","","0","828.633658","17996","484","5764","0.69295","19460","","","0","6803","results_rect_new","","111745744","","","18964","3372443","0.188677","","12276","44","109","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","24.128983641043305","","80","","1","complete","141625","","21","","0","","","0","","0","23.000101","13820","421","4420","0.554555","15053","","","0","5283","results_rect_new","","5436794","","","14620","141890","0.149317","","9440","40","97","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.2513800403103","6721053","112","656381995","0","","6416762","180","20","32206","0","32024","304277","","6416762","","1199.854","1792","3403","602","0.143048","1844","0.0","","0","151","results_rect_new","0.0","3923837726","","","","","0.051","0.05","1624","56","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","817.4264669511467","","88","","1","complete","3360107","","21","","0","","","0","","0","816.058295","17996","484","5764","0.729448","19460","","","0","6803","results_rect_new","","111062060","","","18964","3364271","0.187824","","12276","44","109","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.429823502898216","276878","152","","1","","138426","","38","253","0","","","","","","4.2207","152","341","114","0.085953","225","","1","0","97","results_rect_new","","5893822","","","","","0.001935","","","76","","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7042515510693192","","60","","1","complete","1184","","1948","","0","","","1935","","0","0.120589","6165","276","1965","0.284946","6903","","","0","2458","results_rect_new","","53188","","","6615","1197","0.068761","","4230","30","67","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","81.09430839959532","","88","","1","complete","394753","","22","","0","","","0","","0","79.910755","16258","453","5214","0.619777","17603","","","0","6161","results_rect_new","","15623905","","","17138","395409","0.169739","","11088","44","105","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.8594165537506342","","64","","1","complete","1188","","2094","","0","","","2080","","0","0.126084","6592","282","2112","0.312214","7334","","","0","2603","results_rect_new","","53833","","","7040","1202","0.076683","","4512","32","69","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.5133671322837","","100","","0","complete","4406318","","16","","0","","","0","","0","1198.899009","23875","556","7675","0.845434","25593","","","0","8904","results_rect_new","","145848432","","","25025","4409933","0.253667","","16250","50","123","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.795185948722","","112","","0","complete","3977783","","18","","0","","","0","","0","1198.352757","35168","692","11312","1.2757","37440","","","0","12975","results_rect_new","","158752581","","","36736","3984547","0.370121","","23912","56","145","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","863.0081761116162","","92","","1","complete","3362144","","22","","0","","","0","","0","861.668608","18837","490","6049","0.696885","20305","","","0","7086","results_rect_new","","111535602","","","19803","3366373","0.194297","","12834","46","111","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","25.37524254899472","","84","","1","complete","141714","","22","","0","","","0","","0","24.190982","14532","427","4662","0.609722","15769","","","0","5523","results_rect_new","","5460576","","","15330","141978","0.15529","","9912","42","99","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.304831650108099","1127","60","-534056838","1","","1089","89","12","6814","0","6723","25","","1089","","0.051","570","1037","225","0.098986","596","0.0","","0","73","results_rect_new","0.0","483449","","","","","0.012","0.02","480","30","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","UNKNOWN","1200.4433905025944","61409374","184","","0","","30704569","","63","303","0","","","","","","1199.9","184","411","138","0.099192","271","","0","0","117","results_rect_new","","849493616","","","","","0.071376","","","92","","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8642334025353","","1624","","0","complete","4375330","","19","","0","","","0","","0","1198.268235","36680","2203","11690","1.33791","38951","","","0","12975","results_rect_new","","626501117","","","36736","4383928","0.389991","","23912","56","145","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.8884930554777384","","64","","1","complete","1188","","2094","","0","","","2080","","0","0.123088","6592","282","2112","0.31542","7334","","","0","2603","results_rect_new","","53833","","","7040","1202","0.075548","","4512","32","69","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.7897750390693545","","64","","1","complete","1343","","2381","","0","","","2368","","0","0.128344","7520","306","2400","0.332403","8350","","","0","2959","results_rect_new","","53437","","","8032","1356","0.082641","","5152","32","73","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.8213395476341248","","76","","1","complete","22184","","21","","0","","","0","","0","2.975132","10963","368","3515","0.425882","11989","","","0","4216","results_rect_new","","857576","","","11609","22264","0.117939","","7486","38","87","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.7982864659279585","","64","","1","complete","1343","","2381","","0","","","2368","","0","0.130704","7520","306","2400","0.330341","8350","","","0","2959","results_rect_new","","53437","","","8032","1356","0.083745","","5152","32","73","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","17.894776268862188","136679","80","-821550734","1","","132118","124","20","14274","0","14148","4540","","132118","","17.58","960","1787","350","0.116479","996","0.0","","0","103","results_rect_new","0.0","55491142","","","","","0.024","0.04","840","40","","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","5.039948147721589","","80","","1","complete","24612","","21","","0","","","0","","0","4.092163","12420","393","3980","0.500563","13545","","","0","4759","results_rect_new","","1009780","","","13140","24695","0.13197","","8480","40","93","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","48.28376539517194","2853398","168","","1","","1426665","","56","275","0","","","","","","48.0703","168","375","126","0.089741","247","","1","0","105","results_rect_new","","47449353","","","","","0.002087","","","84","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.624954358674586","","68","","1","complete","24671","","18","","0","","","0","","0","2.865782","8636","329","2754","0.386464","9555","","","0","3383","results_rect_new","","904956","","","9214","24728","0.092737","","5916","34","79","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.33459437172859907","8209","128","","1","","4093","","29","211","0","","","","","","0.105675","128","287","96","0.095315","189","","1","0","79","results_rect_new","","205015","","","","","0.001733","","","64","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.9026125939562917","","68","","1","complete","1343","","2548","","0","","","2533","","0","0.135254","8007","312","2567","0.343764","8841","","","0","3124","results_rect_new","","53608","","","8517","1358","0.088714","","5474","34","75","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","ALL_SOLUTIONS","0.34127500373870134","","128","","1","","1674","","","","","136","","","","","0.095803","128","","96","0.101669","189","","","0","79","results_rect_new","","85732","0","0","","","","","","64","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","905.4448583172634","5590612","96","-201246740","1","","5398849","148","29","21012","0","20862","191738","","5398849","","904.999","1344","2527","468","0.132273","1386","0.0","","0","123","results_rect_new","0.0","2690601105","","","","","0.035","0.05","1200","48","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","835.2049597445875","","88","","1","complete","3365482","","21","","0","","","0","","0","833.904765","17996","484","5764","0.67704","19460","","","0","6803","results_rect_new","","111307249","","","18964","3369742","0.19234","","12276","44","109","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.6377115370706","","108","","0","complete","3892620","","19","","0","","","0","","0","1198.503583","29781","626","9585","1.17712","31769","","","0","11022","results_rect_new","","144991299","","","31131","3901554","0.315474","","20250","54","135","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.6341844173148","","100","","0","complete","4018669","","16","","0","","","0","","0","1198.755402","25175","578","8075","0.967981","27015","","","0","9408","results_rect_new","","134728590","","","26425","4023950","0.272808","","17150","50","127","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.6590852010995","","100","","0","complete","4046219","","16","","0","","","0","","0","1198.68935","25175","578","8075","1.03802","27015","","","0","9408","results_rect_new","","135552395","","","26425","4051525","0.271087","","17150","50","127","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.8694558683782816","","72","","1","complete","22222","","19","","0","","","0","","0","2.991843","10368","362","3312","0.424812","11390","","","0","4015","results_rect_new","","858425","","","11016","22301","0.113571","","7092","36","85","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6218760106713","","1300","","0","complete","4923480","","16","","0","","","0","","0","1198.824345","25075","1755","7975","0.90097","26792","","","0","8904","results_rect_new","","570261613","","","25025","4927331","0.272458","","16250","50","123","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","44.524399355985224","2772093","160","","1","","1386014","","51","267","0","","","","","","44.2597","160","359","120","0.093414","237","","1","0","103","results_rect_new","","43906128","","","","","0.002101","","","80","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.5358096957207","","92","","0","complete","4571733","","18","","0","","","0","","0","1199.055966","19964","511","6394","0.734786","21545","","","0","7527","results_rect_new","","152802124","","","21022","4575236","0.207546","","13616","46","115","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.2793068569154","49875885","232","","0","","24937937","","61","393","0","","","","","","1199.88","232","521","174","0.120975","345","","0","0","157","results_rect_new","","1094498491","","","","","0.006983","","","116","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.2632025545463","","200","","0","","","","","","","","","","","","","200","","150","0.102597","297","","","0","133","results_rect_new","","","","","","","","","","100","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.4452204070985","","92","","0","complete","4523347","","18","","0","","","0","","0","1199.042112","19964","511","6394","0.74903","21545","","","0","7527","results_rect_new","","151165093","","","21022","4526787","0.207534","","13616","46","115","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.8189497645944","","112","","0","complete","3534740","","16","","0","","","0","","0","1198.460437","32452","655","10444","1.19003","34575","","","0","11991","results_rect_new","","141657181","","","33908","3537048","0.347696","","22064","56","141","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.2908225441352","50920858","240","","0","","25460421","","61","401","0","","","","","","1199.88","240","537","180","0.118128","355","","0","0","159","results_rect_new","","1105509157","","","","","0.008723","","","120","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.1693656602874","55316160","200","","0","","27657983","","55","331","0","","","","","","1199.9","200","447","150","0.097231","295","","0","0","129","results_rect_new","","806204655","","","","","0.003917","","","100","","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.4910309771076","","1104","","0","complete","4955510","","19","","0","","","0","","0","1198.942951","20976","1522","6647","0.835042","22556","","","0","7527","results_rect_new","","552788588","","","21022","4959551","0.218207","","13616","46","115","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.5426016189158","","1300","","0","complete","4484153","","16","","0","","","0","","0","1198.741239","26375","1777","8375","0.980638","28214","","","0","9408","results_rect_new","","526427606","","","26425","4489956","0.275624","","17150","50","127","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.6239634891972","","108","","0","complete","3652334","","16","","0","","","0","","0","1198.532075","31266","649","10044","1.13383","33385","","","0","11593","results_rect_new","","145163286","","","32724","3654743","0.333692","","21276","54","139","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8882787534967065","","612","","1","complete","1343","","3155","","0","","","3140","","0","0.118453","8551","852","2703","0.392407","9384","","","0","3124","results_rect_new","","145135","","","8517","1358","0.094683","","5474","34","75","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.7361269863322","","100","","0","complete","4367553","","16","","0","","","0","","0","1198.813098","23875","556","7675","0.926542","25593","","","0","8904","results_rect_new","","144496042","","","25025","4371148","0.25842","","16250","50","123","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.9326308872550726","","76","","1","complete","22195","","21","","0","","","0","","0","3.092951","10963","368","3515","0.426466","11989","","","0","4216","results_rect_new","","858378","","","11609","22271","0.118227","","7486","38","87","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.8752255886793137","","76","","1","complete","22235","","21","","0","","","0","","0","3.029484","10963","368","3515","0.425395","11989","","","0","4216","results_rect_new","","861415","","","11609","22311","0.118051","","7486","38","87","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.684228678234","","96","","0","complete","4398852","","19","","0","","","0","","0","1199.009967","20856","517","6696","0.762219","22441","","","0","7827","results_rect_new","","147880501","","","21912","4402259","0.224038","","14208","48","117","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.549578233622","","104","","0","complete","4074014","","16","","0","","","0","","0","1198.739762","26208","584","8424","0.983603","28052","","","0","9755","results_rect_new","","137102831","","","27456","4079506","0.273989","","17836","52","129","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.6287893969566","","108","","0","complete","3514589","","16","","0","","","0","","0","1198.530772","31266","649","10044","1.127","33385","","","0","11593","results_rect_new","","140566179","","","32724","3516886","0.33968","","21276","54","139","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.2553696697578","59280462","192","","0","","29640136","","55","323","0","","","","","","1199.89","192","431","144","0.1067","285","","0","0","127","results_rect_new","","864241681","","","","","0.007085","","","96","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.616500548087","","100","","0","complete","4032949","","16","","0","","","0","","0","1198.778485","25175","578","8075","0.94834","27015","","","0","9408","results_rect_new","","135168608","","","26425","4038129","0.270652","","17150","50","127","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","5.206109328195453","","80","","1","complete","25464","","21","","0","","","0","","0","4.104232","12420","393","3980","0.511489","13545","","","0","4759","results_rect_new","","1095974","","","13140","25544","0.134272","","8480","40","93","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","ALL_SOLUTIONS","12.65414922311902","","168","","1","","209023","","","","","345","","","","","12.4314","168","","126","0.088175","247","","","0","105","results_rect_new","","15942264","0","0","","","","","","84","","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.6064999438822","","108","","0","complete","3810046","","19","","0","","","0","","0","1198.596291","29781","626","9585","1.08528","31769","","","0","11022","results_rect_new","","141970004","","","31131","3818878","0.318372","","20250","54","135","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","52.096319111064076","391997","88","-940662887","1","","374587","134","26","16636","0","16500","17383","","374587","","51.618","1144","2139","407","0.139514","1182","0.0","","0","111","results_rect_new","0.0","181971389","","","","","0.028","0.05","1012","44","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","ALL_SOLUTIONS","431.9910343596712","","184","","1","","6160289","","","","","645","","","","","431.408","184","","138","0.093321","271","","","0","117","results_rect_new","","575959965","0","0","","","","","","92","","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","78.7372427135706","","84","","1","complete","395660","","20","","0","","","0","","0","77.454298","15498","447","4956","0.612182","16839","","","0","5905","results_rect_new","","15585746","","","16380","396284","0.163482","","10584","42","103","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.8220136053860188","","72","","1","complete","24688","","19","","0","","","0","","0","2.937106","9162","335","2934","0.387687","10085","","","0","3561","results_rect_new","","908237","","","9738","24758","0.099422","","6264","36","81","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.274687348865","57222669","216","","0","","28611307","","62","365","0","","","","","","1199.88","216","485","162","0.112314","321","","0","0","145","results_rect_new","","504315409","","","","","0.006937","","","108","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.8180127143859863","","76","","1","complete","22253","","21","","0","","","0","","0","2.978115","10963","368","3515","0.426462","11989","","","0","4216","results_rect_new","","862430","","","11609","22331","0.117549","","7486","38","87","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.3531783930957","6086950","120","-1608998976","0","","5898817","190","18","35848","0","35656","188120","","5898817","","1199.829","2040","3883","675","0.167184","2094","0.0","","0","159","results_rect_new","0.0","3632833294","","","","","0.056","0.08","1860","60","","satisfy"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.8318680403754","","1860","","0","complete","4151887","","18","","0","","","0","","0","1198.097522","41310","2468","13185","1.46208","43730","","","0","14529","results_rect_new","","622366511","","","41250","4155387","0.43715","","26880","60","153","satisfy"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.9316269215196","","116","","0","complete","3949905","","18","","0","","","0","","0","1198.225956","38222","723","12296","1.36482","40639","","","0","14077","results_rect_new","","166497469","","","39904","3953198","0.40734","","25984","58","151","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","809.946136303246","","88","","1","complete","3370525","","21","","0","","","0","","0","808.570601","17996","484","5764","0.730792","19460","","","0","6803","results_rect_new","","111627622","","","18964","3374679","0.187883","","12276","44","109","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.589731621555984","21046","76","201086323","1","","20168","113","22","11404","0","11289","855","","20168","","1.32","874","1617","323","0.110962","906","0.0","","0","93","results_rect_new","0.0","8228827","","","","","0.02","0.04","760","38","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.32321679033339024","1148","64","-630824129","1","","1089","92","15","7178","0","7084","43","","1089","","0.053","640","1167","248","0.102763","666","0.0","","0","75","results_rect_new","0.0","534080","","","","","0.013","0.02","544","32","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.844305188395","","116","","0","complete","3874259","","19","","0","","","0","","0","1198.315443","36453","698","11745","1.28949","38729","","","0","13406","results_rect_new","","155536398","","","38019","3880856","0.391402","","24766","58","147","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.5232993196696","","100","","0","complete","4374454","","16","","0","","","0","","0","1198.899003","23875","556","7675","0.84556","25593","","","0","8904","results_rect_new","","144727812","","","25025","4378055","0.254759","","16250","50","123","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","81.38443818502128","","88","","1","complete","397162","","22","","0","","","0","","0","80.171526","16258","453","5214","0.622267","17603","","","0","6161","results_rect_new","","15833425","","","17138","397846","0.169005","","11088","44","105","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.901458711363375","","72","","1","complete","22165","","19","","0","","","0","","0","2.922922","10368","362","3312","0.428243","11390","","","0","4015","results_rect_new","","854276","","","11016","22240","0.111154","","7092","36","85","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.6358310161158","","104","","0","complete","4022973","","19","","0","","","0","","0","1198.622481","28652","620","9204","1.07034","30636","","","0","10643","results_rect_new","","149674172","","","30004","4032023","0.303355","","19500","52","133","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.973711230792105","","72","","1","complete","22182","","19","","0","","","0","","0","3.049737","10368","362","3312","0.427142","11390","","","0","4015","results_rect_new","","855316","","","11016","22260","0.115228","","7092","36","85","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","5.033041620627046","347151","144","","1","","173558","","47","239","0","","","","","","4.81669","144","323","108","0.088702","213","","1","0","91","results_rect_new","","5502465","","","","","0.001866","","","72","","satisfy"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8958468521013856","","64","","1","complete","1343","","2381","","0","","","2368","","0","0.130291","7520","306","2400","0.332757","8350","","","0","2959","results_rect_new","","53437","","","8032","1356","0.084273","","5152","32","73","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.641582080163","","104","","0","complete","3848322","","19","","0","","","0","","0","1198.647487","28652","620","9204","1.03913","30636","","","0","10643","results_rect_new","","143028826","","","30004","3857117","0.311118","","19500","52","133","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.7977671530098","","120","","0","complete","3770475","","18","","0","","","0","","0","1198.193814","39570","729","12750","1.38022","41991","","","0","14529","results_rect_new","","159672635","","","41250","3773609","0.422565","","26880","60","153","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","6.235135287977755","385093","152","","1","","192527","","51","247","0","","","","","","6.01792","152","339","114","0.089792","223","","1","0","93","results_rect_new","","7240705","","","","","0.001967","","","76","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.917609273456037","","68","","1","complete","1343","","2548","","0","","","2533","","0","0.130694","8007","312","2567","0.348072","8841","","","0","3124","results_rect_new","","53608","","","8517","1358","0.088122","","5474","34","75","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.36455790884792805","8216","136","","1","","4095","","34","219","0","","","","","","0.115617","136","303","102","0.089635","199","","1","0","81","results_rect_new","","207961","","","","","0.001812","","","68","","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","50.0959761403501","391168","84","-1523023458","1","","374587","131","22","16026","0","15893","16558","","374587","","49.684","1050","1961","378","0.124031","1088","0.0","","0","109","results_rect_new","0.0","170466648","","","","","0.027","0.04","924","42","","satisfy"
