"configuration","problem","model","data_file","status","time","propagators","flatBoolVars","evaluatedHalfReifiedConstraints","blockType","flatIntConstraints","initTime","userDecisions","evaluatedReifiedConstraints","nSolutions","solveTime","flatBoolConstraints","extractedViews","flatTime","peakDepth","method","restarts","oracleDecisions","propagations","unifiedVariables","failures","paths","run","objective","flatIntVars","intVariables"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","SATISFIED","1203.1494579389691","69268","85313","4732","complete","142671","3.37139","3663","60675","284","1192.753411","21244","62688","3.87212","114311","minimize","17","35903348","224167096","0","5989","0","results_carpet","6454","76363","35752"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.6090855784714","54286","75238","4160","init","138846","2.481581","","55743","23","","16540","55862","3.98699","","minimize","","","","0","","0","results_carpet","7294","78022","14686"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.067472802475","152061","381858","1318","init","529883","12.494187","","264931","0","","116026","306085","16.0604","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1206.1207251418382","62286","93583","4179","init","154825","2.354913","","67551","0","","23050","73929","5.02087","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","SATISFIED","1205.1758519550785","100021","172680","948","complete","222683","5.777881","0","117680","501","1187.391899","54379","143748","6.82594","100036","minimize","0","49929883","421799487","0","2452","0","results_carpet","1663","100973","37447"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8348394241184","44826","67230","149","init","109747","2.671878","","48118","0","","19034","48122","2.59656","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.708283119835","81113","172680","948","init","222683","8.513422","","117680","0","","54379","143748","6.55033","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.6184725426137","37430","79261","4559","init","117453","2.019104","","54874","0","","21155","63972","4.064809","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.7352011892945","81113","172680","948","init","222683","8.453707","","117680","0","","54379","143748","6.5535","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","SATISFIED","1207.2472826763988","153626","226725","1031","init","310217","8.471546","","156361","265","","69684","181479","9.44187","","minimize","","","","0","","0","results_carpet","1407","148741","61807"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.5699114026502","81113","172680","948","init","222683","5.216406","","117680","0","","54379","143748","6.43222","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.6297951685265","32968","46170","1635","init","88225","1.548581","","35186","373","","9859","35315","2.43311","","minimize","","","","0","","0","results_carpet","2332","50479","9312"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.2772087948397","38852","60917","1870","init","107170","1.867311","","44960","0","","14622","46303","3.38667","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.2450104346499","152061","381858","1318","init","529883","12.394926","","264931","0","","116026","306085","15.5493","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1205.070305437781","53097","85313","4732","init","142671","2.506045","","60675","0","","21244","62688","4.137889","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1208.9971032105386","131733","401546","2284","init","508600","14.26355","","273920","0","","126042","343262","16.3931","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.6040843492374","152061","381858","1318","init","529883","12.693887","","264931","0","","116026","306085","16.2548","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.254051309079","53097","85313","4732","init","142671","2.497571","","60675","0","","21244","62688","4.13391","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7338593443856","37558","65242","4004","init","98928","1.788398","","45238","0","","17186","51459","3.17528","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.7432933561504","39575","67662","225","init","101079","2.960383","","46692","0","","20845","46696","2.64278","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.6610726462677","85281","226725","1031","init","310217","8.147877","","156361","0","","69684","181479","8.7825","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.3500703042373","54286","75238","4160","init","138846","2.332648","","55743","168","","16540","55862","3.9838","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8433506097645","44826","67230","149","init","109747","2.744712","","48118","0","","19034","48122","2.67633","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1203.0202527921647","39104","63956","114","init","104804","2.774248","","45800","0","","18110","45800","2.75271","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.8421814590693","85281","226725","1031","init","310217","8.26356","","156361","0","","69684","181479","9.36404","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.5817976426333","37430","79261","4559","init","117453","2.003995","","54874","0","","21155","63972","4.01171","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.9339607078582","96277","219411","851","init","314333","8.605164","","151921","1","","66933","164982","8.92289","","minimize","","","","0","","0","results_carpet","1933","157346","55219"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.7221196535975","85281","226725","1031","init","310217","8.214197","","156361","0","","69684","181479","8.87921","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8437647325918","44826","67230","149","init","109747","2.677236","","48118","0","","19034","48122","2.67436","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.5376957943663","81113","172680","948","init","222683","8.700285","","117680","0","","54379","143748","6.52954","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1204.3665763679892","41175","74443","3478","init","118711","1.739564","","52989","0","","19008","58991","3.91335","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.831471630372","44826","67230","149","init","109747","2.667606","","48118","0","","19034","48122","2.56384","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.0553550710902","55926","131429","428","init","191572","4.029888","","92057","0","","39113","102874","5.51818","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.3668491495773","44826","67230","149","init","109747","2.70474","","48118","0","","19034","48122","2.66795","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.3910062182695","44826","67230","149","init","109747","2.793972","","48118","0","","19034","48122","2.81012","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1209.8109499542043","131733","401546","2284","init","508600","11.845554","","273920","0","","126042","343262","16.2897","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8778016185388","44826","67230","149","init","109747","2.690975","","48118","0","","19034","48122","2.71648","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.870789727196","41175","74443","3478","init","118711","1.619391","","52989","0","","19008","58991","3.38427","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.8096693838015","39104","63956","114","init","104804","2.718514","","45800","0","","18110","45800","2.65512","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1205.0458467165008","39104","63956","114","init","104804","2.756518","","45800","0","","18110","45800","2.95411","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1203.246283612214","26843","38481","1532","init","70595","0.955447","","29066","0","","8371","31126","2.14241","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.7754765748978","96277","219411","851","init","314333","8.421251","","151921","0","","66933","164982","8.58433","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","OPTIMAL_SOLUTION","892.1156416870654","179506","219411","851","complete","314333","10.44786","0","151921","137","864.71598","66933","164982","9.08753","173113","minimize","0","22185540","630123335","0","2903","0","results_carpet","1075","157346","72143"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.5608128691092","32968","46170","1635","init","88225","1.492062","","35186","90","","9859","35315","2.38256","","minimize","","","","0","","0","results_carpet","4108","50479","9312"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.5627298410982","62286","93583","4179","init","154825","2.309747","","67551","0","","23050","73929","4.79297","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1204.3130685128272","41175","74443","3478","init","118711","1.730595","","52989","0","","19008","58991","3.83232","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.6037890231237","131733","401546","2284","init","508600","13.046863","","273920","0","","126042","343262","16.7458","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.1293283272535","55926","131429","428","init","191572","4.014573","","92057","0","","39113","102874","5.59133","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.4012580122799","54286","75238","4160","init","138846","2.340865","","55743","168","","16540","55862","3.81189","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.8484232360497","82422","246973","1225","init","326937","7.704147","","169682","0","","76477","204778","10.6553","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1210.9016679413617","131733","401546","2284","init","508600","17.223569","","273920","0","","126042","343262","16.6077","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.2423108145595","131733","401546","2284","init","508600","18.131381","","273920","0","","126042","343262","16.637899","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.8041667779908","26843","38481","1532","init","70595","0.970099","","29066","0","","8371","31126","2.15401","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.8528169402853","85281","226725","1031","init","310217","8.267701","","156361","0","","69684","181479","9.15884","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1205.0257087014616","39104","63956","114","init","104804","2.76163","","45800","0","","18110","45800","2.9841","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.6504667289555","37430","79261","4559","init","117453","2.004359","","54874","0","","21155","63972","4.05929","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","SATISFIED","1203.1980463815853","69268","85313","4732","complete","142671","3.458007","157642","60675","3","1192.514012","21244","62688","4.04138","98451","minimize","0","287330","248489345","0","145366","0","results_carpet","3713","76363","35752"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.0071457363665","32968","46170","1635","init","88225","1.485513","","35186","343","","9859","35315","2.39403","","minimize","","","","0","","0","results_carpet","2493","50479","9312"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.3370256116614","54286","75238","4160","init","138846","2.453363","","55743","168","","16540","55862","3.97402","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1203.2193192550912","26843","38481","1532","init","70595","0.946645","","29066","0","","8371","31126","2.1285","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.839534867555","32968","46170","1635","init","88225","1.535249","","35186","90","","9859","35315","2.43144","","minimize","","","","0","","0","results_carpet","4108","50479","9312"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.7512399554253","81113","172680","948","init","222683","5.927352","","117680","0","","54379","143748","6.65046","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.955035816878","39575","67662","225","init","101079","3.138813","","46692","0","","20845","46696","2.72826","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.2196446582675","82422","246973","1225","init","326937","7.608547","","169682","0","","76477","204778","10.3127","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.4527235561982","31871","58127","184","init","87485","2.532382","","40204","0","","17824","40208","2.45793","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.9569518826902","39575","67662","225","init","101079","3.106213","","46692","0","","20845","46696","2.78362","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","SATISFIED","1206.722734942101","146047","246973","1225","complete","326937","8.596517","0","169682","207","1181.557186","76477","204778","10.0891","161579","minimize","0","31884832","543665347","0","6267","0","results_carpet","1070","151903","58395"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.0257030827925","53097","85313","4732","init","142671","2.596741","","60675","0","","21244","62688","4.104689","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1207.6543204961345","85281","226725","1031","init","310217","8.614892","","156361","0","","69684","181479","9.47141","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8887051129714","44826","67230","149","init","109747","2.722927","","48118","0","","19034","48122","2.6722","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1205.0523747131228","39104","63956","114","init","104804","2.775677","","45800","0","","18110","45800","2.983","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.7668028473854","39575","67662","225","init","101079","3.073242","","46692","0","","20845","46696","2.62908","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1204.6138384351507","39104","63956","114","init","104804","2.799472","","45800","0","","18110","45800","2.74342","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7204538239166","37558","65242","4004","init","98928","1.754814","","45238","0","","17186","51459","3.12535","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.5846732137725","85281","226725","1031","init","310217","8.408771","","156361","0","","69684","181479","9.10254","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","OPTIMAL_SOLUTION","848.9196505742148","203729","401546","2284","complete","508600","14.368656","0","273920","124","806.283081","126042","343262","16.654699","235188","minimize","0","28004844","724080960","0","3428","0","results_carpet","1640","227513","79080"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.6503813778982","37430","79261","4559","init","117453","2.00061","","54874","0","","21155","63972","4.04975","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.2097733048722","38852","60917","1870","init","107170","1.799093","","44960","0","","14622","46303","3.3732","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.396666242741","54286","75238","4160","init","138846","2.417307","","55743","0","","16540","55862","3.9678","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.5210639182478","39575","67662","225","init","101079","3.117047","","46692","0","","20845","46696","2.80453","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9683594303206","41175","74443","3478","init","118711","1.721112","","52989","0","","19008","58991","3.62644","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.2074233554304","54286","75238","4160","init","138846","2.406513","","55743","23","","16540","55862","4.08213","","minimize","","","","0","","0","results_carpet","7294","78022","14686"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.5722520798445","55926","131429","428","init","191572","4.149897","","92057","0","","39113","102874","5.63126","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.5886881975457","62286","93583","4179","init","154825","2.3037","","67551","0","","23050","73929","4.87009","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.5518776886165","54286","75238","4160","init","138846","2.351348","","55743","23","","16540","55862","4.00282","","minimize","","","","0","","0","results_carpet","7294","78022","14686"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1206.1117063350976","62286","93583","4179","init","154825","2.285137","","67551","0","","23050","73929","5.04171","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1203.3082696907222","37558","65242","4004","init","98928","1.837747","","45238","0","","17186","51459","3.21272","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1205.350014413707","62286","93583","4179","init","154825","2.294698","","67551","0","","23050","73929","5.07411","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.7720444351435","54286","75238","4160","init","138846","2.401207","","55743","23","","16540","55862","4.11528","","minimize","","","","0","","0","results_carpet","7294","78022","14686"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.1119685415179","82422","246973","1225","init","326937","7.51411","","169682","0","","76477","204778","9.93966","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.705222491175","37558","65242","4004","init","98928","1.759303","","45238","0","","17186","51459","3.08889","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9212367273867","41175","74443","3478","init","118711","1.705317","","52989","0","","19008","58991","3.53596","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1204.3099097190425","53097","85313","4732","init","142671","2.491219","","60675","0","","21244","62688","4.14116","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.1151287481189","85281","226725","1031","init","310217","8.16133","","156361","0","","69684","181479","8.92291","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9386748373508","41175","74443","3478","init","118711","1.623886","","52989","0","","19008","58991","3.39619","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.7285577710718","32968","46170","1635","init","88225","1.501746","","35186","373","","9859","35315","2.41016","","minimize","","","","0","","0","results_carpet","2332","50479","9312"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.8407183056697","54286","75238","4160","init","138846","2.4139","","55743","23","","16540","55862","4.028139","","minimize","","","","0","","0","results_carpet","7294","78022","14686"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.7503448780626","152061","381858","1318","init","529883","12.38098","","264931","0","","116026","306085","16.4934","","minimize","","","","0","","0","results_carpet","","257309","77866"
