"configuration","problem","model","data_file","status","time","propagators","flatBoolVars","evaluatedHalfReifiedConstraints","blockType","flatIntConstraints","initTime","userDecisions","evaluatedReifiedConstraints","nSolutions","solveTime","flatBoolConstraints","extractedViews","flatTime","peakDepth","method","restarts","oracleDecisions","propagations","unifiedVariables","failures","paths","run","objective","flatIntVars","intVariables"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","OPTIMAL_SOLUTION","125.64558885805309","66784","67662","225","complete","101079","3.577965","0","46692","43","116.13099","20845","46696","2.79197","62560","minimize","0","2353058","72550839","0","900","0","results_carpet","559","51819","25910"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.8052046075463","38852","60917","1870","init","107170","1.793945","","44960","0","","14622","46303","3.27755","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.0697570098564","131733","401546","2284","init","508600","18.061842","","273920","0","","126042","343262","16.6553","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","OPTIMAL_SOLUTION","919.6739103356376","54032","74443","3478","complete","118711","2.223802","12298","52989","1085","911.986028","19008","58991","3.40298","71631","minimize","425","85001243","796987328","0","18233","0","results_carpet","2254","61253","26409"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.6007447550073","152061","381858","1318","init","529883","12.255849","","264931","0","","116026","306085","15.9864","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.5388736566529","32968","46170","1635","init","88225","1.50222","","35186","373","","9859","35315","2.50289","","minimize","","","","0","","0","results_carpet","2332","50479","9312"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","SATISFIED","1203.5837180260569","51898","60917","1870","complete","107170","2.459753","425164","44960","15","1194.164268","14622","46303","3.38543","64975","minimize","0","956047","371148628","0","400748","0","results_carpet","2632","59252","28444"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1207.2285489058122","96277","219411","851","init","314333","8.637405","","151921","1","","66933","164982","9.20508","","minimize","","","","0","","0","results_carpet","1933","157346","55219"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.5090865697712","32968","46170","1635","init","88225","1.514873","","35186","90","","9859","35315","2.37754","","minimize","","","","0","","0","results_carpet","4108","50479","9312"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1205.0587942562997","39104","63956","114","init","104804","2.772202","","45800","0","","18110","45800","2.98531","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.6491909530014","81113","172680","948","init","222683","5.305191","","117680","0","","54379","143748","6.72439","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1203.5587064027786","38852","60917","1870","init","107170","1.943502","","44960","0","","14622","46303","3.3819","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.5109656658024","31871","58127","184","init","87485","2.500723","","40204","0","","17824","40208","2.205","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.7608444364741","37558","65242","4004","init","98928","1.761518","","45238","0","","17186","51459","3.1591","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.312556036748","82422","246973","1225","complete","326937","7.547501","60101270","169682","0","1183.234015","76477","204778","9.98734","139156","minimize","0","0","147189836","0","5316","0","results_carpet","","151903","44537"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.519489504397","37430","79261","4559","init","117453","1.998575","","54874","0","","21155","63972","4.0155","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.4521046727896","85281","226725","1031","init","310217","8.17923","","156361","0","","69684","181479","9.29554","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1208.9322131322697","152061","381858","1318","init","529883","12.42331","","264931","0","","116026","306085","15.9719","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1205.0439088791609","39104","63956","114","init","104804","2.759599","","45800","0","","18110","45800","2.97817","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.7353073991835","96277","219411","851","init","314333","8.434934","","151921","0","","66933","164982","8.93559","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1203.2400703141466","54286","75238","4160","init","138846","2.351199","","55743","168","","16540","55862","3.89068","","minimize","","","","0","","0","results_carpet","6246","78022","14686"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1205.6397976279259","81113","172680","948","init","222683","5.308659","","117680","0","","54379","143748","6.80534","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1203.477576540783","41175","74443","3478","init","118711","1.739313","","52989","0","","19008","58991","3.73335","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.3084365502","38852","60917","1870","init","107170","1.785301","","44960","0","","14622","46303","3.38506","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1205.7888982426375","179506","219411","851","complete","314333","10.186745","36031","151921","21","1181.227197","66933","164982","8.73964","162189","minimize","0","3368813","155827952","0","34530","0","results_carpet","1280","157346","72143"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.5875160926953","81113","172680","948","init","222683","8.736008","","117680","0","","54379","143748","6.58759","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1210.2070865230635","152061","381858","1318","init","529883","12.457031","","264931","0","","116026","306085","16.439499","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1205.695359006524","81113","172680","948","init","222683","5.39827","","117680","0","","54379","143748","6.8665","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1204.3152228044346","41175","74443","3478","init","118711","1.727836","","52989","0","","19008","58991","3.80822","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1204.297261861153","62286","93583","4179","init","154825","2.288762","","67551","0","","23050","73929","5.0227","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.6515463637188","37430","79261","4559","init","117453","2.001327","","54874","0","","21155","63972","4.07045","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9942398238927","41175","74443","3478","init","118711","1.665914","","52989","0","","19008","58991","3.73009","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.2620559716597","54286","75238","4160","init","138846","2.479644","","55743","0","","16540","55862","3.97254","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.901704063639","53097","85313","4732","init","142671","2.536569","","60675","0","","21244","62688","4.35432","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.5442370148376","54286","75238","4160","init","138846","2.352908","","55743","0","","16540","55862","3.98977","","minimize","","","","0","","0","results_carpet","","78022","14686"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.7062235204503","85281","226725","1031","init","310217","8.306935","","156361","0","","69684","181479","9.63194","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","OPTIMAL_SOLUTION","168.82887111976743","57286","58127","184","complete","87485","2.95582","1152","40204","118","161.710219","17824","40208","2.29797","46812","minimize","1","5507897","56880662","0","1163","0","results_carpet","532","44866","22434"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1206.0657031973824","96277","219411","851","init","314333","8.962382","","151921","0","","66933","164982","9.4012","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.2714824397117","38852","60917","1870","init","107170","1.789563","","44960","0","","14622","46303","3.41684","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","SATISFIED","1202.5949421683326","54032","74443","3478","complete","118711","2.215895","0","52989","1842","1194.860362","19008","58991","3.38214","70782","minimize","0","138724420","701210052","0","9670","0","results_carpet","2505","61253","26409"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.4351530112326","31871","58127","184","init","87485","2.529265","","40204","0","","17824","40208","2.48239","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_free_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.0340938623995","82422","246973","1225","complete","326937","7.520371","43179624","169682","0","1183.616148","76477","204778","9.6361","148110","minimize","4","20206773","274296966","0","4302","0","results_carpet","","151903","44537"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","OPTIMAL_SOLUTION","101.51214036066085","57286","58127","184","complete","87485","2.961997","4100","40204","25","94.507609","17824","40208","2.29062","46589","minimize","0","1162220","27793942","0","3653","0","results_carpet","532","44866","22434"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.9695998029783","85281","226725","1031","init","310217","8.324051","","156361","0","","69684","181479","9.19599","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1203.2425906229764","26843","38481","1532","init","70595","0.953957","","29066","0","","8371","31126","2.14617","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_free_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1205.934848247096","62286","93583","4179","init","154825","2.282019","","67551","0","","23050","73929","4.98936","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1204.0824054963887","37558","65242","4004","init","98928","1.819963","","45238","0","","17186","51459","3.36108","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.5068172020838","32968","46170","1635","init","88225","1.509886","","35186","343","","9859","35315","2.31492","","minimize","","","","0","","0","results_carpet","2493","50479","9312"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.582710663788","31871","58127","184","init","87485","2.519472","","40204","0","","17824","40208","2.31802","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.5322921592742","31871","58127","184","init","87485","2.542551","","40204","0","","17824","40208","2.20868","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1203.2028296487406","37558","65242","4004","init","98928","1.790557","","45238","0","","17186","51459","3.18809","","minimize","","","","0","","0","results_carpet","","48937","11416"
"Huub_vsid_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8150498010218","44826","67230","149","init","109747","2.662206","","48118","0","","19034","48122","2.65476","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.2692931042984","44826","67230","149","init","109747","2.714742","","48118","0","","19034","48122","3.50686","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8478687638417","44826","67230","149","init","109747","2.655777","","48118","0","","19034","48122","2.71508","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.194346467033","37430","79261","4559","init","117453","2.01639","","54874","0","","21155","63972","3.71704","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","SATISFIED","1203.1979087861255","47033","65242","4004","complete","98928","2.310879","335116","45238","24","1194.343202","17186","51459","3.34548","57602","minimize","0","1348977","135612387","0","323821","0","results_carpet","1728","48937","19890"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.752570274286","53097","85313","4732","init","142671","2.480807","","60675","0","","21244","62688","4.06993","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.1187682971358","152061","381858","1318","init","529883","12.429646","","264931","0","","116026","306085","16.2618","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_user_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.8197187818587","39575","67662","225","init","101079","3.005384","","46692","0","","20845","46696","2.88265","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_vsid_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1205.760610666126","96277","219411","851","init","314333","8.712083","","151921","0","","66933","164982","8.84009","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.3924555648118","44826","67230","149","init","109747","2.815612","","48118","0","","19034","48122","2.81524","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","SATISFIED","1204.488217221573","100021","172680","948","complete","222683","5.739956","12224","117680","171","1187.575807","54379","143748","6.91908","101027","minimize","632","17246485","383027288","0","11228","0","results_carpet","729","100973","37447"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.2981025092304","85281","226725","1031","init","310217","8.254564","","156361","0","","69684","181479","8.91106","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1203.4443790018559","38852","60917","1870","init","107170","1.888921","","44960","0","","14622","46303","3.32085","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1204.3725519962609","41175","74443","3478","init","118711","1.749099","","52989","0","","19008","58991","3.91825","","minimize","","","","0","","0","results_carpet","","61253","13179"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1206.0556465275586","62286","93583","4179","init","154825","2.355743","","67551","0","","23050","73929","5.03269","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.2368509033695","55926","131429","428","init","191572","4.059352","","92057","0","","39113","102874","5.61463","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1204.7739267805591","38852","60917","1870","init","107170","1.790844","","44960","0","","14622","46303","3.26089","","minimize","","","","0","","0","results_carpet","","59252","13238"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.2023228770122","131733","401546","2284","init","508600","18.284817","","273920","0","","126042","343262","16.6154","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.4186103986576","31871","58127","184","init","87485","2.540416","","40204","0","","17824","40208","2.46131","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_free_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1203.4250499699265","39104","63956","114","init","104804","2.765423","","45800","0","","18110","45800","2.63706","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1203.0217127669603","39575","67662","225","init","101079","3.001081","","46692","0","","20845","46696","2.74346","","minimize","","","","0","","0","results_carpet","","51819","21256"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1207.320376155898","85281","226725","1031","init","310217","8.228863","","156361","0","","69684","181479","9.48091","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1208.0794696565717","96277","219411","851","init","314333","8.592932","","151921","0","","66933","164982","9.15274","","minimize","","","","0","","0","results_carpet","","157346","55219"
"Huub_vsid_m","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1205.413590184413","81113","172680","948","init","222683","5.421941","","117680","0","","54379","143748","7.28304","","minimize","","","","0","","0","results_carpet","","100973","31949"
"Huub_vsid_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1205.9296122882515","85281","226725","1031","init","310217","8.258396","","156361","0","","69684","181479","9.09738","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1206.0555146830156","62286","93583","4179","init","154825","2.350799","","67551","0","","23050","73929","5.00535","","minimize","","","","0","","0","results_carpet","","81889","17671"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1205.0516980793327","39104","63956","114","init","104804","2.773591","","45800","0","","18110","45800","2.97472","","minimize","","","","0","","0","results_carpet","","55441","18161"
"Huub_free_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","SATISFIED","1202.8077017050236","26843","38481","1532","init","70595","0.958376","","29066","41","","8371","31126","2.16171","","minimize","","","","0","","0","results_carpet","3733","39090","7348"
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","SATISFIED","1206.1684407107532","72526","93583","4179","init","154825","3.249148","","67551","12","","23050","73929","5.03034","","minimize","","","","0","","0","results_carpet","3236","81889","36349"
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.8598106838763","152061","381858","1318","init","529883","12.41024","","264931","0","","116026","306085","16.6008","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.9924005037174","31871","58127","184","init","87485","2.512037","","40204","0","","17824","40208","2.20702","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","SATISFIED","1203.9774467898533","49580","79261","4559","complete","117453","2.58593","0","54874","443","1193.491879","21155","63972","4.035269","68404","minimize","0","38077207","182723372","0","6092","0","results_carpet","3405","57134","22263"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.8406626340002","44826","67230","149","init","109747","2.717904","","48118","0","","19034","48122","2.64988","","minimize","","","","0","","0","results_carpet","","58256","19568"
"Huub_free_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.963589486666","53097","85313","4732","init","142671","2.554877","","60675","0","","21244","62688","4.07059","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_free_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.4474410982803","85281","226725","1031","init","310217","8.196312","","156361","0","","69684","181479","9.45941","","minimize","","","","0","","0","results_carpet","","148741","46927"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.7407553112134","55926","131429","428","init","191572","4.125055","","92057","0","","39113","102874","5.77326","","minimize","","","","0","","0","results_carpet","","95275","29397"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.342010579072","26843","38481","1532","init","70595","1.022587","","29066","0","","8371","31126","2.1412","","minimize","","","","0","","0","results_carpet","","39090","7348"
"Huub_free_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","UNKNOWN","1209.3510409658775","152061","381858","1318","init","529883","12.120948","","264931","0","","116026","306085","16.0398","","minimize","","","","0","","0","results_carpet","","257309","77866"
"Huub_free_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.1292492318898","37430","79261","4559","init","117453","2.01062","","54874","0","","21155","63972","3.73187","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_free_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","OPTIMAL_SOLUTION","32.80550133436918","61776","63956","114","complete","104804","3.454323","30","45800","1","22.061526","18110","45800","2.94883","57838","minimize","0","57818","270329","0","11","0","results_carpet","815","55441","27717"
"Huub_vsid_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.664106817916","53097","85313","4732","init","142671","2.545602","","60675","0","","21244","62688","4.21855","","minimize","","","","0","","0","results_carpet","","76363","17550"
"Huub_user_o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.513862577267","31871","58127","184","init","87485","2.459596","","40204","0","","17824","40208","2.23668","","minimize","","","","0","","0","results_carpet","","44866","18170"
"Huub_vsid_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1211.0337434280664","131733","401546","2284","init","508600","18.379838","","273920","0","","126042","343262","16.8218","","minimize","","","","0","","0","results_carpet","","227513","62106"
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1204.5210528392345","37430","79261","4559","init","117453","2.008292","","54874","0","","21155","63972","3.99506","","minimize","","","","0","","0","results_carpet","","57134","11765"
"Huub_vsid_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.609013398178","82422","246973","1225","init","326937","7.598088","","169682","0","","76477","204778","9.86663","","minimize","","","","0","","0","results_carpet","","151903","44537"
"Huub_vsid_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.3031289987266","55926","131429","428","init","191572","4.127182","","92057","0","","39113","102874","5.61368","","minimize","","","","0","","0","results_carpet","","95275","29397"
