"configuration","problem","model","data_file","status","time","unifiedVariables","userDecisions","initTime","flatIntConstraints","backjumps","flatBoolVars","intVars","optTime","propagations","peakMem","randomSeed","variables","peakDepth","trailMem","boolVariables","solutions","nSolutions","evaluatedReifiedConstraints","nogoods","solveTime","intVariables","objective","method","paths","objectiveBound","failures","flatTime","flatBoolConstraints","restarts","oracleDecisions","flatIntVars","evaluatedHalfReifiedConstraints","nodes","propagators","blockType","run","extractedViews","baseMem","error"
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","SATISFIED","1201.2298211362213","","","0.14852","320","","118","","","9511369557","","","435","111","","","7","7","87","","1199.81","","2352","minimize","0","","5379514","0.209966","85","0","","189","39","10759242","94467","","results_carpet_new","","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.4758783653378","0","","7.833217","325738","","245773","","","","","","","","","","","0","169687","","","44537","","minimize","0","","","9.99719","76177","","","151903","20","","81277","init","results_carpet_new","204783","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.3135168375447","0","","8.486611","309206","","225713","","","","","","","","","","","0","156366","","","46927","","minimize","0","","","9.35023","69431","","","148741","14","","84320","init","results_carpet_new","181484","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1208.9061021311209","0","","11.978562","506357","","399302","","","","","","","","","","","0","273928","","","62106","","minimize","0","","","16.1144","125481","","","227513","32","","129566","init","results_carpet_new","343270","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","SATISFIED","1201.291446578689","","","0.097","4801","3120873","4630","225","618.903","5783443891","0.0","-845885318","74564","75","0.28","74337","","10","4651","4545188","1199.622","","2171","minimize","0","","4545188","0.374768","1253","10","","169","1","7666829","9341","","results_carpet_new","","0.0",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","SATISFIED","1201.32945723366","","","0.140765","376","","116","","","543732899","","","435","97","","","31","31","93","","1199.82","","3954","minimize","0","","426823","0.198758","69","0","","226","31","854330","108737","","results_carpet_new","","",""
"cp-sat","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","OPTIMAL_SOLUTION","5.670004894956946","","","","101","","29","","","20202639","","","","","","1626","","33","29","","4.93261","","621","minimize","0","621","102517","0.174073","20","","","65","5","","","","results_carpet_new","","",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","UNKNOWN","1202.6726979725063","0","","1.722614","94969","","61282","","","","","","","","","","","0","45244","","","11416","","minimize","0","","","2.95558","16196","","","48937","38","","33635","init","results_carpet_new","51465","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1200.6976954648271","","","0.047629","247","","61","","","15728246761","","","307","96","","","42","42","50","","1199.81","","2438","minimize","0","","3596306","0.194544","28","0","","166","11","7192944","38318","","results_carpet_new","","",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.6413210052997","0","","8.814735","309206","","225713","","","","","","","","","","","0","156366","","","46927","","minimize","0","","","9.58026","69431","","","148741","14","","84320","init","results_carpet_new","181484","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","UNKNOWN","1206.6360861388966","0","","8.315208","310217","","226725","","","","","","","","","","","0","156366","","","46927","","minimize","0","","","10.1387","69684","","","148741","1026","","85281","init","results_carpet_new","181484","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","SATISFIED","1201.1452200226486","","","0.079539","327","","113","","","3547066061","","","426","168","","","33","33","85","","1199.81","","1840","minimize","0","","3803052","0.203138","74","0","","197","36","7606976","82388","","results_carpet_new","","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","SATISFIED","1201.8520265994594","","","0.109785","285","","116","","","117601706","","","341","80","","","6","6","84","","1199.81","","2032","minimize","0","","925081","0.209295","69","0","","159","36","1850314","49186","","results_carpet_new","","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.9089842000976","0","","2.788692","104804","","63956","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","3.04875","18110","","","55441","112","","39104","init","results_carpet_new","45802","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.6100567113608","0","","7.678832","325738","","245773","","","","","","","","","","","0","169687","","","44537","","minimize","0","","","9.95684","76177","","","151903","20","","81277","init","results_carpet_new","204783","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","ERROR","75.01083845738322","0","","1.72848","94969","","61282","","","","","","","","","","","0","45244","","","11416","","minimize","0","","","2.91146","16196","","","48937","38","","33635","init","results_carpet_new","51465","","MiniZinc stopped with a non-zero exit code, but did not output an error message. "
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","UNKNOWN","1203.5918047102168","0","","2.431688","138846","","75238","","","","","","","","","","","0","55753","","","14686","","minimize","0","","","3.87407","16540","","","78022","4150","","54286","init","results_carpet_new","55872","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","SATISFIED","1200.841763081029","","","0.062","2516","1654524","2360","186","0.786","6541027463","0.0","-1392530394","39685","61","0.12","39497","","9","2362","6627456","1199.728","","1955","minimize","0","","6627456","0.269079","668","9","","151","8","8282551","4767","","results_carpet_new","","0.0",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1202.5224856939167","0","","1.527202","88225","","46170","","","","","","","","","","","355","35193","","","9312","2381","minimize","0","","","2.32635","9859","","","50479","1628","","32968","init","results_carpet_new","35322","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.924165408127","0","","1.727842","115268","","70999","","","","","","","","","","","0","52993","","","13179","","minimize","0","","","3.43811","18147","","","61253","30","","37893","init","results_carpet_new","58995","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","SATISFIED","1201.0878713382408","","","0.11","5074","668448","4815","306","1.054","5300133789","0.0","2099892136","76801","78","0.28","76493","","18","4829","4125128","1199.59","","4657","minimize","0","","4125128","0.406292","1257","18","","230","10","4794999","9731","","results_carpet_new","","0.0",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.7436331165954","0","","2.186058","150686","","89443","","","","","","","","","","","0","67560","","","17671","","minimize","0","","","4.41616","22015","","","81889","30","","58302","init","results_carpet_new","73938","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","OPTIMAL_SOLUTION","1073.1923769591376","0","829408213","12.660918","529883","","381858","","","441971676","","","","6201237","","","","1","264935","","1035.547752","77866","2073","minimize","0","","3979","16.9611","116026","0","0","257309","1314","","152061","complete","results_carpet_new","306089","",""
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.7906639026478","0","","2.705303","104693","","63844","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","2.64677","18082","","","55441","","","39007","init","results_carpet_new","45802","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.847624655813","0","","4.097714","191572","","131429","","","","","","","","","","","0","92059","","","29397","","minimize","0","","","5.39972","39113","","","95275","426","","55926","init","results_carpet_new","102876","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","SATISFIED","1203.0255084047094","","","0.117425","110","","22","","","2242338742","","","143","38","","","7","7","22","","1199.68","","1080","minimize","0","","76335057","0.338946","10","0","","73","4","152670204","23890","","results_carpet_new","","",""
"cp-sat","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","SATISFIED","1200.7741077942774","","","","190","","73","","","89595","","","","","","555","","12","64","","0.287302","","1354","minimize","0","1069","895","0.170043","69","","","109","21","","","","results_carpet_new","","",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.8567114118487","0","","3.066134","100860","","67442","","","","","","","","","","","0","46697","","","21256","","minimize","0","","","2.63263","20790","","","51819","","","39380","init","results_carpet_new","46701","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","SATISFIED","1200.8682416556403","","","0.141642","172","","37","","","12246523934","","","209","71","","","21","21","34","","1199.83","","1392","minimize","0","","41772050","0.177021","16","0","","114","7","83544253","29022","","results_carpet_new","","",""
"cp-sat","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","SATISFIED","1200.8682697825134","","","","366","","103","","","3263861","","","","","","2572","","18","107","","3.05625","","4657","minimize","0","3551","15582","0.210232","78","","","230","20","","","","results_carpet_new","","",""
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.929650411941","0","","2.830737","104693","","63844","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","2.88561","18082","","","55441","","","39007","init","results_carpet_new","45802","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","SATISFIED","1201.2335075009614","","","0.041","1702","58361","1565","157","63.133","6065088092","0.0","159337977","45885","50","0.12","45726","","14","1580","4122426","1199.635","","2802","minimize","0","","4122426","0.361398","419","14","","121","6","4181469","3192","","results_carpet_new","","0.0",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1202.9695849632844","0","","2.789729","109604","","67086","","","","","","","","","","","0","48123","","","19568","","minimize","0","","","2.69598","18998","","","58256","","","44691","init","results_carpet_new","48127","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.369641118683","0","","0.974414","70595","","38481","","","","","","","","","","","0","29072","","","7348","","minimize","0","","","2.14481","8371","","","39090","1526","","26843","init","results_carpet_new","31132","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1206.7105943541974","0","","9.056767","313494","","218571","","","","","","","","","","","0","151926","","","55219","","minimize","0","","","9.3708","66723","","","157346","6","","95500","init","results_carpet_new","164987","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.1829517763108","0","","1.507886","86602","","44546","","","","","","","","","","","1566","35193","","","9312","2925","minimize","0","","","2.2815","9453","","","50479","4","","31567","init","results_carpet_new","35322","",""
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.12.dzn","UNKNOWN","1202.8470450676978","0","","3.021915","100860","","67442","","","","","","","","","","","0","46697","","","21256","","minimize","0","","","2.71963","20790","","","51819","","","39380","init","results_carpet_new","46701","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.0340441102162","0","","1.544202","86602","","44546","","","","","","","","","","","31","35193","","","9312","4655","minimize","0","","","2.36545","9453","","","50479","4","","31567","init","results_carpet_new","35322","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.07.dzn","UNKNOWN","1202.849497191608","0","","0.936793","69084","","36969","","","","","","","","","","","0","29072","","","7348","","minimize","0","","","1.97655","7993","","","39090","14","","25488","init","results_carpet_new","31132","",""
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.7844793312252","0","","2.174853","150686","","89443","","","","","","","","","","","0","67560","","","17671","","minimize","0","","","4.44097","22015","","","81889","30","","58302","init","results_carpet_new","73938","",""
"cp-sat","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1200.7134178709239","","","","211","","61","","","1281981","","","","","","1904","","43","62","","1.72026","","2430","minimize","0","2033","13058","0.19383","44","","","142","11","","","","results_carpet_new","","",""
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1203.6363322827965","0","","1.880002","112942","","74749","","","","","","","","","","","0","54875","","","11765","","minimize","0","","","3.44923","20027","","","57134","46","","33125","init","results_carpet_new","63973","",""
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1203.008774456568","0","","1.49629","86602","","44546","","","","","","","","","","","24","35193","","","9312","4155","minimize","0","","","2.35648","9453","","","50479","4","","31567","init","results_carpet_new","35322","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1209.647605156526","0","","11.560739","508600","","401546","","","","","","","","","","","0","273928","","","62106","","minimize","0","","","15.938","126042","","","227513","2276","","131733","init","results_carpet_new","343270","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9812555592507","0","","1.712586","115268","","70999","","","","","","","","","","","0","52993","","","13179","","minimize","0","","","3.56425","18147","","","61253","30","","37893","init","results_carpet_new","58995","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.8399691637605","0","","4.229951","191153","","131009","","","","","","","","","","","0","92059","","","29397","","minimize","0","","","5.66311","39008","","","95275","6","","55535","init","results_carpet_new","102876","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.2842206191272","0","","4.194371","191153","","131009","","","","","","","","","","","0","92059","","","29397","","minimize","0","","","5.62668","39008","","","95275","6","","55535","init","results_carpet_new","102876","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","OPTIMAL_SOLUTION","425.5366134727374","0","175676894","12.712996","528584","","380558","","","115587996","","","","6254368","","","","1","264935","","388.264934","77866","2073","minimize","0","","3432","15.7451","115701","0","0","257309","14","","150817","complete","results_carpet_new","306089","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","SATISFIED","1200.6448658155277","","","0.05189","199","","49","","","1756293310","","","237","55","","","8","8","47","","1199.82","","2772","minimize","0","","1222693","0.187469","26","0","","123","10","2445514","53060","","results_carpet_new","","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.2952420925722","0","","2.196441","150686","","89443","","","","","","","","","","","0","67560","","","17671","","minimize","0","","","4.46506","22015","","","81889","30","","58302","init","results_carpet_new","73938","",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","UNKNOWN","1204.6168243093416","0","","5.380288","221760","","171756","","","","","","","","","","","0","117688","","","31949","","minimize","0","","","7.10553","54148","","","100973","16","","80190","init","results_carpet_new","143756","",""
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.17.dzn","UNKNOWN","1203.1824711700901","0","","1.866273","112942","","74749","","","","","","","","","","","0","54875","","","11765","","minimize","0","","","3.34487","20027","","","57134","46","","33125","init","results_carpet_new","63973","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","UNKNOWN","1202.9793632021174","0","","1.792496","105311","","59057","","","","","","","","","","","0","44962","","","13238","","minimize","0","","","3.16735","14157","","","59252","8","","37107","init","results_carpet_new","46305","",""
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","OPTIMAL_SOLUTION","430.02374776173383","0","175676894","12.982686","528584","","380558","","","115587996","","","","6254368","","","","1","264935","","392.179812","77866","2073","minimize","0","","3432","16.3737","115701","0","0","257309","14","","150817","complete","results_carpet_new","306089","",""
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.6770642884076","0","","2.491158","137967","","80609","","","","","","","","","","","0","60685","","","17550","","minimize","0","","","3.93142","20068","","","76362","18","","49011","init","results_carpet_new","62698","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.06.dzn","SATISFIED","1202.264620252885","","","0.065","2066","241167","1902","215","0.336","5795968251","0.0","237044913","60549","42","0.42","60332","","18","1912","4727551","1199.584","","2660","minimize","0","","4727551","0.412399","493","18","","141","2","4969471","3897","","results_carpet_new","","0.0",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.919578552246","0","","2.92739","104693","","63844","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","2.7504","18082","","","55441","","","39007","init","results_carpet_new","45802","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.19.dzn","SATISFIED","1201.2053093910217","","","0.044","1834","2045284","1685","184","3.891","3086379862","0.0","449520088","30876","56","0.08","30690","","43","1690","3956479","1199.701","","2430","minimize","0","","3956479","0.295289","450","43","","142","7","6004179","3421","","results_carpet_new","","0.0",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.11.dzn","UNKNOWN","1203.3309289468452","0","","2.788039","109604","","67086","","","","","","","","","","","0","48123","","","19568","","minimize","0","","","2.70188","18998","","","58256","","","44691","init","results_carpet_new","48127","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","SATISFIED","1200.7530831098557","","","0.088","4246","1339599","4071","213","2.165","5720728650","0.0","732280524","53589","81","0.19","53374","","33","4089","3787917","1199.639","","1840","minimize","0","","3787917","0.357431","1102","33","","171","6","5130134","8219","","results_carpet_new","","0.0",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.08.dzn","UNKNOWN","1203.3453419841826","0","","2.211095","150686","","89443","","","","","","","","","","","0","67560","","","17671","","minimize","0","","","4.54586","22015","","","81889","30","","58302","init","results_carpet_new","73938","",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1208.8141730809584","0","","11.56781","506357","","399302","","","","","","","","","","","0","273928","","","62106","","minimize","0","","","16.4804","125481","","","227513","32","","129566","init","results_carpet_new","343270","",""
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","UNKNOWN","1209.0220437040552","0","","11.611437","506357","","399302","","","","","","","","","","","0","273928","","","62106","","minimize","0","","","16.674399","125481","","","227513","32","","129566","init","results_carpet_new","343270","",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.3440633788705","0","","2.496803","142670","","85313","","","","","","","","","","","0","60685","","","17550","","minimize","0","","","4.11728","21244","","","76362","4722","","53097","init","results_carpet_new","62698","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.13.dzn","SATISFIED","1200.7247811313719","","","0.04829","203","","64","","","5530460426","","","217","63","","","13","13","56","","1199.76","","742","minimize","0","","7457318","0.24457","32","0","","113","16","14914779","43408","","results_carpet_new","","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.20.dzn","SATISFIED","1201.162474048324","","","0.075521","368","","85","","","748950191","","","465","159","","","69","69","73","","1199.78","","4396","minimize","0","","1115113","0.231117","41","0","","250","16","2230905","60130","","results_carpet_new","","",""
"cp-sat","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.14.dzn","SATISFIED","1200.9136852780357","","","","273","","116","","","555580","","","","","","995","","9","90","","1.26634","","1955","minimize","0","1640","8233","0.18714","107","","","151","36","","","","results_carpet_new","","",""
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.16.dzn","UNKNOWN","1206.3528196299449","0","","8.730332","313494","","218571","","","","","","","","","","","0","151926","","","55219","","minimize","0","","","8.82048","66723","","","157346","6","","95500","init","results_carpet_new","164987","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","SATISFIED","1200.732469801791","","","0.074286","208","","73","","","12949823411","","","251","70","","","12","12","56","","1199.83","","1354","minimize","0","","854346","0.17567","45","0","","121","21","1708891","35271","","results_carpet_new","","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","SATISFIED","1201.0041483659297","","","0.135441","402","","102","","","1019146497","","","473","135","","","16","16","90","","1199.82","","4727","minimize","0","","789347","0.202976","51","0","","254","20","1578935","78544","","results_carpet_new","","",""
"Huub_user_m+s","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1203.355508509092","0","","2.746453","87306","","57947","","","","","","","","","","","0","40208","","","18170","","minimize","0","","","2.29354","17779","","","44866","","","31716","init","results_carpet_new","40212","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.10.dzn","UNKNOWN","1203.8196011381224","0","","2.539026","137967","","80609","","","","","","","","","","","0","60685","","","17550","","minimize","0","","","3.98724","20068","","","76362","18","","49011","init","results_carpet_new","62698","",""
"Huub_user_diffn","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.9443515073508","0","","2.840815","104693","","63844","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","2.71907","18082","","","55441","","","39007","init","results_carpet_new","45802","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1202.8715793276206","0","","2.829674","104693","","63844","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","2.74696","18082","","","55441","","","39007","init","results_carpet_new","45802","",""
"Huub_user_s+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.18.dzn","ERROR","77.52443930692971","0","","1.764059","94969","","61282","","","","","","","","","","","0","45244","","","11416","","minimize","0","","","2.92593","16196","","","48937","38","","33635","init","results_carpet_new","51465","","MiniZinc stopped with a non-zero exit code, but did not output an error message. "
"Huub_user_no_gen_bounds","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","UNKNOWN","1202.9777070470154","0","","2.61845","87306","","57947","","","","","","","","","","","0","40208","","","18170","","minimize","0","","","2.35711","17779","","","44866","","","31716","init","results_carpet_new","40212","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.05.dzn","SATISFIED","1200.7917684568092","","","0.108482","192","","58","","","11520793435","","","231","67","","","13","13","47","","1199.82","","1385","minimize","0","","5533949","0.188008","33","0","","117","15","11068079","32411","","results_carpet_new","","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.15.dzn","SATISFIED","1200.6372817959636","","","0.041","1480","7855247","1349","152","218.658","4539962369","0.0","373997708","37991","44","0.12","37837","","13","1363","3850170","1199.76","","2609","minimize","0","","3850170","0.237761","363","13","","111","4","11706001","2756","","results_carpet_new","","0.0",""
"Huub_user_m+o","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.03.dzn","UNKNOWN","1204.7587501397356","0","","4.178414","191153","","131009","","","","","","","","","","","0","92059","","","29397","","minimize","0","","","5.51033","39008","","","95275","6","","55535","init","results_carpet_new","102876","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.09.dzn","UNKNOWN","1202.9442781014368","0","","1.73884","115268","","70999","","","","","","","","","","","0","52993","","","13179","","minimize","0","","","3.44518","18147","","","61253","30","","37893","init","results_carpet_new","58995","",""
"gecode","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.01.dzn","SATISFIED","1201.0318655148149","","","0.03119","98","","22","","","22992179637","","","113","40","","","23","23","18","","1199.79","","634","minimize","0","","2709515","0.213684","9","0","","66","4","5419133","13911","","results_carpet_new","","",""
"Huub_user_basic","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.02.dzn","UNKNOWN","1203.2903650272638","0","","2.811045","104693","","63844","","","","","","","","","","","0","45802","","","18161","","minimize","0","","","2.67389","18082","","","55441","","","39007","init","results_carpet_new","45802","",""
"chuffed","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","SATISFIED","1200.8329904340208","","","0.05","1389","11550519","1273","132","0.061","5261936846","0.0","693970078","24049","44","0.08","23915","","12","1280","11349840","1199.778","","1354","minimize","0","","11349840","0.218773","369","12","","109","5","22900908","2588","","results_carpet_new","","0.0",""
"Huub_user_decomp","","../carpet-cutting/cc_base-fixed.mzn","../carpet-cutting/mzn_rnd_test.04.dzn","UNKNOWN","1206.3680943269283","0","","7.485649","326937","","246973","","","","","","","","","","","0","169687","","","44537","","minimize","0","","","9.92123","76477","","","151903","1220","","82422","init","results_carpet_new","204783","",""
