"configuration","problem","model","data_file","status","time","peakDepth","propagations","solveTime","extractedViews","method","flatBoolVars","flatIntVars","propagators","paths","run","eliminatedImplications","flatBoolConstraints","nSolutions","flatIntConstraints","userDecisions","intVariables","evaluatedHalfReifiedConstraints","restarts","blockType","unifiedVariables","evaluatedReifiedConstraints","failures","flatTime","oracleDecisions","initTime"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.3910322124138474","62","161496","0.510188","12502","satisfy","11780","4543","387","0","results_free_rect","38","3762","1","12901","2606","91","76","27","complete","0","8056","3446","0.452237","1104","0.123985"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","288.11281819920987","2122","53441279","285.744843","38019","satisfy","36453","13406","698","0","results_free_rect","58","11745","1","38729","660123","147","116","17157","complete","0","24766","1114334","1.26661","637891","0.382499"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","12.173454388044775","1191","2655165","10.394335","26425","satisfy","25175","9408","578","0","results_free_rect","50","8075","1","27015","37527","127","100","1419","complete","0","17150","51720","0.948184","27507","0.264203"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.731929725036025","4420","189476","0.562674","14620","satisfy","13820","5283","421","0","results_free_rect","40","4420","1","15053","2444","97","80","27","complete","0","9440","3845","0.570989","10506","0.142274"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8020924376323819","2381","69152","0.156496","8032","satisfy","7520","2959","306","0","results_free_rect","32","2400","1","8350","1305","73","64","86","complete","0","5152","1606","0.325371","2931","0.081224"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.6717393575236201","4420","191815","0.548864","14620","satisfy","13820","5283","421","0","results_free_rect","40","4420","1","15053","2444","97","80","27","complete","0","9440","3880","0.547673","10545","0.145876"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","3.9443706003949046","986","2859528","2.575977","19803","satisfy","19849","7086","1501","0","results_free_rect","46","6302","1","21316","10393","111","1104","465","complete","0","12834","17240","0.735379","11337","0.203783"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.7590597616508603","369","612029","1.861303","11016","satisfy","10368","4015","362","0","results_free_rect","36","3312","1","11390","8052","85","72","283","complete","0","7092","14564","0.416748","8165","0.111079"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","28.247022483497858","114","6968071","27.065097","16380","satisfy","15498","5905","447","0","results_free_rect","42","4956","1","16839","121115","103","84","4181","complete","0","10584","154559","0.576116","62971","0.159135"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","50.46339020691812","1047","11349172","48.62701","26425","satisfy","25175","9408","578","0","results_free_rect","50","8075","1","27015","148844","127","100","6669","complete","0","17150","221111","0.950352","134947","0.264401"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4823458977043629","69","167109","0.52053","13140","satisfy","12420","4759","393","0","results_free_rect","40","3980","1","13545","2606","93","80","27","complete","0","8480","3492","0.496269","1171","0.130992"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.6868175333365798","1955","64404","0.126904","6615","satisfy","6165","2458","276","0","results_free_rect","30","1965","1","6903","1086","67","60","79","complete","0","4230","1337","0.273947","2433","0.066049"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","65.8562775189057","738","15223401","63.795137","30004","satisfy","28652","10643","620","0","results_free_rect","52","9204","1","30636","169299","133","104","7133","complete","0","19500","226801","1.07676","145262","0.300561"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7396507104858756","2101","64767","0.133983","7040","satisfy","6592","2603","282","0","results_free_rect","32","2112","1","7334","1087","69","64","79","complete","0","4512","1339","0.300893","2581","0.075115"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","4.499942005611956","1466","2386879","2.674631","26425","satisfy","26375","9408","1777","0","results_free_rect","50","8375","1","28214","9964","127","1300","203","complete","0","17150","14661","1.01894","7764","0.270671"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.0015153428539634","70","628272","2.193443","11016","satisfy","10368","4015","362","0","results_free_rect","36","3312","1","11390","10293","85","72","285","complete","0","7092","14679","0.415973","5780","0.111482"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","214.92851048801094","1062","40080745","213.558786","21022","satisfy","19964","7527","511","0","results_free_rect","46","6394","1","21545","625149","115","92","13217","complete","0","13616","882642","0.711556","425138","0.202325"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","201.56797038391232","1710","44607582","199.526672","31131","satisfy","29781","11022","626","0","results_free_rect","54","9585","1","31769","558585","135","108","22021","complete","0","20250","682701","1.08087","427337","0.311529"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.3347687972709537","2755","656715","1.611831","9214","satisfy","8636","3383","329","0","results_free_rect","34","2754","1","9555","8030","79","68","611","complete","0","5916","12956","0.354913","13886","0.091951"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","63.10865378472954","2005","11955313","60.552712","41250","satisfy","39570","14529","729","0","results_free_rect","60","12750","1","41991","149078","153","120","2385","complete","0","26880","230759","1.41946","115256","0.407138"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","9.3309137057513","2345","1666493","6.931975","38019","satisfy","36453","13406","698","0","results_free_rect","58","11745","1","38729","12592","147","116","463","complete","0","24766","20931","1.27823","16043","0.37897"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","12.306624568067491","1191","2730122","10.476297","26425","satisfy","25175","9408","578","0","results_free_rect","50","8075","1","27015","37548","127","100","1419","complete","0","17150","52222","0.95065","27884","0.259853"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.7112411372363567","4420","192002","0.54117","14620","satisfy","13820","5283","421","0","results_free_rect","40","4420","1","15053","2444","97","80","27","complete","0","9440","3898","0.549389","10561","0.1428"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","12.420684412121773","1073","2665040","10.700447","26425","satisfy","25175","9408","578","0","results_free_rect","50","8075","1","27015","33393","127","100","1421","complete","0","17150","50557","0.943068","30659","0.265927"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","4.409454953856766","2755","1255334","3.714639","9214","satisfy","8636","3383","329","0","results_free_rect","34","2754","1","9555","19450","79","68","868","complete","0","5916","28112","0.350948","16287","0.0896"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","108.77661905065179","1710","23968154","106.812562","31131","satisfy","29781","11022","626","0","results_free_rect","54","9585","1","31769","249275","135","108","9453","complete","0","20250","374175","1.07055","252506","0.310285"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.513336199335754","3297","928236","0.776152","9214","satisfy","9180","3383","870","0","results_free_rect","34","2890","1","10098","5606","79","612","213","complete","0","5916","7589","0.369547","9631","0.095881"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","27.457233360037208","109","6966031","26.352423","16380","satisfy","15498","5905","447","0","results_free_rect","42","4956","1","16839","121103","103","84","4181","complete","0","10584","154537","0.57253","62973","0.157836"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","28.71846213005483","99","7020783","27.596726","16380","satisfy","15498","5905","447","0","results_free_rect","42","4956","1","16839","121232","103","84","4143","complete","0","10584","154637","0.584029","62709","0.156713"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.6054391078650951","65","162051","0.517322","13140","satisfy","12420","4759","393","0","results_free_rect","40","3980","1","13545","2606","93","80","27","complete","0","8480","3446","0.497875","1109","0.131588"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.9021811690181494","2381","69152","0.152772","8032","satisfy","7520","2959","306","0","results_free_rect","32","2400","1","8350","1305","73","64","86","complete","0","5152","1606","0.326603","2931","0.082267"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","12.100188005715609","1536","2546171","10.252621","27456","satisfy","26208","9755","584","0","results_free_rect","52","8424","1","28052","34957","129","104","1585","complete","0","17836","48763","0.961942","28520","0.278352"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4661145843565464","213","450513","0.434393","13140","satisfy","13180","4759","1151","0","results_free_rect","40","4170","1","14304","2606","93","840","27","complete","0","8480","3326","0.539213","1137","0.140797"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8593920283019543","2548","69320","0.160983","8517","satisfy","8007","3124","312","0","results_free_rect","34","2567","1","8841","1307","75","68","86","complete","0","5474","1606","0.354081","3096","0.092716"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","2.6756840785965323","327","603065","1.831365","11609","satisfy","10963","4216","368","0","results_free_rect","38","3515","1","11989","10305","87","76","287","complete","0","7486","14334","0.41218","5579","0.114263"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","66.27988817263395","1710","15974272","64.30914","31131","satisfy","29781","11022","626","0","results_free_rect","54","9585","1","31769","163572","135","108","7105","complete","0","20250","227082","1.0652","155862","0.309848"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","30.006452441215515","99","7020783","28.742795","16380","satisfy","15498","5905","447","0","results_free_rect","42","4956","1","16839","121232","103","84","4143","complete","0","10584","154637","0.641779","62709","0.164287"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.4372964845970273","2939","627006","1.621802","9738","satisfy","9162","3561","335","0","results_free_rect","36","2934","1","10085","8720","81","72","517","complete","0","6264","12629","0.362279","12636","0.099364"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","198.87726851832122","2005","34870226","196.379513","41250","satisfy","39570","14529","729","0","results_free_rect","60","12750","1","41991","512697","153","120","12835","complete","0","26880","656692","1.34557","302828","0.41459"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8306016223505139","2548","69320","0.158926","8517","satisfy","8007","3124","312","0","results_free_rect","34","2567","1","8841","1307","75","68","86","complete","0","5474","1606","0.331106","3096","0.08467"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","98.79492400586605","138","19141600","97.236219","25025","satisfy","23875","8904","556","0","results_free_rect","50","7675","1","25593","314320","123","100","7787","complete","0","16250","406243","0.826428","180554","0.241964"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.7676957063376904","2937","679051","1.978094","9738","satisfy","9162","3561","335","0","results_free_rect","36","2934","1","10085","11546","81","72","331","complete","0","6264","15572","0.357884","11757","0.094826"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.9097560215741396","75","204467","0.768143","17138","satisfy","16258","6161","453","0","results_free_rect","44","5214","1","17603","2587","105","88","83","complete","0","11088","4252","0.608591","2454","0.166423"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.60934073664248","5769","826852","2.233688","18964","satisfy","17996","6803","484","0","results_free_rect","44","5764","1","19460","9781","109","88","559","complete","0","12276","13564","0.697914","19400","0.182347"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.6321456898003817","4661","190634","0.583683","15330","satisfy","14532","5523","427","0","results_free_rect","42","4662","1","15769","2444","99","84","27","complete","0","9912","3845","0.552767","11047","0.151283"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","196.08933592960238","1124","38443644","194.694992","21912","satisfy","20856","7827","517","0","results_free_rect","48","6696","1","22441","556962","117","96","13073","complete","0","14208","847562","0.738092","460458","0.214571"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","8.21908825263381","2542","1081240","5.793964","39904","satisfy","38222","14077","723","0","results_free_rect","58","12296","1","40639","14197","151","116","41","complete","0","25984","18791","1.31786","7863","0.390698"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","12.34172450285405","1073","2665040","10.548377","26425","satisfy","25175","9408","578","0","results_free_rect","50","8075","1","27015","33393","127","100","1421","complete","0","17150","50557","0.924018","30659","0.263928"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.719963668845594","2758","677084","1.931753","9214","satisfy","8636","3383","329","0","results_free_rect","34","2754","1","9555","11546","79","68","331","complete","0","5916","15610","0.356226","11398","0.091673"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.7065283134579659","4420","189476","0.55336","14620","satisfy","13820","5283","421","0","results_free_rect","40","4420","1","15053","2444","97","80","27","complete","0","9440","3845","0.551458","10506","0.144052"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.3663607267662883","191","432153","0.423124","12502","satisfy","12464","4543","1069","0","results_free_rect","38","3933","1","13584","2606","91","760","27","complete","0","8056","3326","0.503619","1113","0.130748"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7325992481783032","2098","66818","0.140543","7040","satisfy","6592","2603","282","0","results_free_rect","32","2112","1","7334","1099","69","64","81","complete","0","4512","1348","0.292385","2583","0.07265"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","29.140127450227737","114","6968071","28.023019","16380","satisfy","15498","5905","447","0","results_free_rect","42","4956","1","16839","121115","103","84","4181","complete","0","10584","154559","0.594659","62971","0.161402"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","7.198727170936763","194","1427045","5.55916","24048","satisfy","22896","8575","550","0","results_free_rect","48","7344","1","24610","19033","121","96","763","complete","0","15600","23674","0.818758","14235","0.240706"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","25.283396036364138","1710","4722580","23.179102","31131","satisfy","29781","11022","626","0","results_free_rect","54","9585","1","31769","56215","135","108","1217","complete","0","20250","91485","1.12688","50255","0.313334"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","39.378764225170016","1124","33147858","37.870721","21912","satisfy","21960","7827","1620","0","results_free_rect","48","6972","1","23544","136282","117","1200","4773","complete","0","14208","200401","0.783367","125456","0.229089"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","8.075831223279238","83","1981426","6.790362","19803","satisfy","18837","7086","490","0","results_free_rect","46","6049","1","20305","33471","111","92","1291","complete","0","12834","39757","0.683587","16171","0.193122"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","2.6757916770875454","270","599375","1.874982","11016","satisfy","10368","4015","362","0","results_free_rect","36","3312","1","11390","10237","85","72","291","complete","0","7092","14320","0.408697","5616","0.109796"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7109275627881289","1955","64404","0.128703","6615","satisfy","6165","2458","276","0","results_free_rect","30","1965","1","6903","1086","67","60","79","complete","0","4230","1337","0.277414","2433","0.067299"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","42.84361975081265","605","32490465","41.233126","25025","satisfy","25075","8904","1755","0","results_free_rect","50","7975","1","26792","149053","123","1300","4505","complete","0","16250","193280","0.858825","103557","0.255721"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","749.2204296728596","2542","133719370","746.809709","39904","satisfy","38222","14077","723","0","results_free_rect","58","12296","1","40639","1919632","151","116","57321","complete","0","25984","2534035","1.31156","1289846","0.391782"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","1.272631362080574","2761","242990","0.576473","9214","satisfy","8636","3383","329","0","results_free_rect","34","2754","1","9555","2663","79","68","73","complete","0","5916","4482","0.351364","7673","0.090565"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","34.03471826855093","541","27359535","32.874394","16380","satisfy","16338","5905","1286","0","results_free_rect","42","5166","1","17678","134620","103","924","4361","complete","0","10584","203489","0.625062","101640","0.168456"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.600407911464572","4420","191815","0.566653","14620","satisfy","13820","5283","421","0","results_free_rect","40","4420","1","15053","2444","97","80","27","complete","0","9440","3880","0.53186","10545","0.142871"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.6537127308547497","4661","183818","0.593276","15330","satisfy","14532","5523","427","0","results_free_rect","42","4662","1","15769","2443","99","84","27","complete","0","9912","3790","0.563439","10784","0.150846"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","98.72443672269583","152","19139091","97.111462","25025","satisfy","23875","8904","556","0","results_free_rect","50","7675","1","25593","314319","123","100","7787","complete","0","16250","406240","0.827242","180563","0.246998"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7449455494061112","2094","72909","0.150842","7040","satisfy","6592","2603","282","0","results_free_rect","32","2112","1","7334","1133","69","64","86","complete","0","4512","1389","0.294036","2616","0.072998"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","70.90245300345123","915","16650551","69.621016","18964","satisfy","17996","6803","484","0","results_free_rect","44","5764","1","19460","233979","109","88","11365","complete","0","12276","345799","0.660579","220498","0.182199"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","SATISFIED","9.292272887192667","1100","8223595","7.890725","21022","satisfy","20976","7527","1522","0","results_free_rect","46","6647","1","22556","32804","115","1104","1409","complete","0","13616","49822","0.753922","30013","0.210716"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.756740945391357","2108","66628","0.155274","7040","satisfy","6592","2603","282","0","results_free_rect","32","2112","1","7334","1077","69","64","83","complete","0","4512","1360","0.293717","2614","0.071228"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","7.346412239596248","1968","1034647","5.157423","33908","satisfy","32452","11991","655","0","results_free_rect","56","10444","1","34575","14601","141","112","85","complete","0","22064","19322","1.13456","8032","0.345186"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","25.476338624954224","203","5213890","23.87758","24048","satisfy","22896","8575","550","0","results_free_rect","48","7344","1","24610","79649","121","96","2003","complete","0","15600","101858","0.812098","47485","0.24051"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","8.180702084675431","82","1981423","6.909089","19803","satisfy","18837","7086","490","0","results_free_rect","46","6049","1","20305","33471","111","92","1291","complete","0","12834","39757","0.677883","16170","0.191636"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","34.88657089974731","98","7403550","32.4575","36736","satisfy","35168","12975","692","0","results_free_rect","56","11312","1","37440","107630","145","112","3875","complete","0","23912","130642","1.2599","62609","0.376725"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","51.97149011027068","1923","10540953","49.696364","36736","satisfy","35168","12975","692","0","results_free_rect","56","11312","1","37440","137315","145","112","3163","complete","0","23912","207471","1.24479","108058","0.37292"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7030009990558028","1957","66248","0.146788","6615","satisfy","6165","2458","276","0","results_free_rect","30","1965","1","6903","1076","67","60","83","complete","0","4230","1360","0.273825","2463","0.065728"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.446149816736579","2939","627006","1.629363","9738","satisfy","9162","3561","335","0","results_free_rect","36","2934","1","10085","8720","81","72","517","complete","0","6264","12629","0.365642","12636","0.099431"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.415513758547604","2940","244690","0.587901","9738","satisfy","9162","3561","335","0","results_free_rect","36","2934","1","10085","2664","81","72","73","complete","0","6264","4482","0.363146","8032","0.09471"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","2.61597050819546","327","601825","1.811637","11609","satisfy","10963","4216","368","0","results_free_rect","38","3515","1","11989","10305","87","76","287","complete","0","7486","14331","0.409196","5582","0.113682"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8406260069459677","2381","69152","0.154958","8032","satisfy","7520","2959","306","0","results_free_rect","32","2400","1","8350","1305","73","64","86","complete","0","5152","1606","0.349777","2931","0.080291"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.708879169076681","2937","679051","1.977865","9738","satisfy","9162","3561","335","0","results_free_rect","36","2934","1","10085","11546","81","72","331","complete","0","6264","15572","0.362086","11757","0.095167"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.823743256740272","2101","64767","0.132146","7040","satisfy","6592","2603","282","0","results_free_rect","32","2112","1","7334","1087","69","64","79","complete","0","4512","1339","0.298834","2581","0.072376"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","65.29423331283033","2005","11955313","62.712097","41250","satisfy","39570","14529","729","0","results_free_rect","60","12750","1","41991","149078","153","120","2385","complete","0","26880","230759","1.4343","115256","0.406078"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.9439017605036497","2381","69152","0.157761","8032","satisfy","7520","2959","306","0","results_free_rect","32","2400","1","8350","1305","73","64","86","complete","0","5152","1606","0.3274","2931","0.083937"
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.6825800808146596","4420","188563","0.559638","14620","satisfy","13820","5283","421","0","results_free_rect","40","4420","1","15053","2444","97","80","27","complete","0","9440","3853","0.543172","10521","0.145731"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","7.885545065626502","2543","1412195","5.928357","30004","satisfy","28652","10643","620","0","results_free_rect","52","9204","1","30636","15146","133","104","227","complete","0","19500","20745","1.08189","10645","0.303718"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","59.91310978960246","1744","11439619","57.582291","36736","satisfy","35168","12975","692","0","results_free_rect","56","11312","1","37440","169169","145","112","2619","complete","0","23912","230052","1.25117","91334","0.376189"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","9.2781485253945","2345","1666493","6.798391","38019","satisfy","36453","13406","698","0","results_free_rect","58","11745","1","38729","12592","147","116","463","complete","0","24766","20931","1.35419","16043","0.371438"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","14.488392978906631","1968","2556983","12.362791","33908","satisfy","32452","11991","655","0","results_free_rect","56","10444","1","34575","37771","141","112","925","complete","0","22064","47178","1.14364","20444","0.341731"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.4603720791637897","61","166819","0.505349","12502","satisfy","11780","4543","387","0","results_free_rect","38","3762","1","12901","2606","91","76","27","complete","0","8056","3502","0.450006","1160","0.125485"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","13.88533185608685","2481","3496740","11.82843","30004","satisfy","28652","10643","620","0","results_free_rect","52","9204","1","30636","39355","133","104","1577","complete","0","19500","48091","1.04116","27724","0.299986"
