"configuration","problem","model","data_file","status","time","restarts","propagators","evaluatedReifiedConstraints","unifiedVariables","failures","flatTime","evaluatedHalfReifiedConstraints","intVariables","extractedViews","peakDepth","solveTime","method","flatIntConstraints","nSolutions","paths","eliminatedImplications","objective","run","initTime","flatBoolConstraints","flatIntVars","oracleDecisions","propagations","blockType","flatBoolVars","userDecisions"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","SATISFIED","1200.4916436253116","15","13726","20440","0","143320","1.12497","","6097","7000","13181","1198.640701","minimize","15927","1","0","1000","S(20)","results_prod_shelf","0.253005","9800","6100","160012861","1778312288","complete","16640","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","98.76708362437785","762","68144","102200","0","29595","5.38011","","30197","35000","52604","90.112706","minimize","79145","10","0","5000","S(30)","results_prod_shelf","1.210698","49000","30200","1659375","43720192","complete","83200","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","46.0819086516276","121","13063","19600","0","24060","1.05826","","6097","7000","14868","44.312558","minimize","15564","13","0","1000","S(8)","results_prod_shelf","0.265209","9500","6100","1334653","20281861","complete","16100","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.1179499635473","59","30098","45150","0","190027","2.51804","","13647","15750","29550","1196.93114","minimize","35349","0","0","2250","","results_prod_shelf","0.63796","21750","13650","22428734","474534568","complete","36900","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.4048653822392225","501","3107","4620","0","26274","0.302269","","1485","1680","3226","3.851236","minimize","3738","4","0","240","S(5)","results_prod_shelf","0.055746","2250","1488","153913","2669132","complete","3810","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.9229637011886","72","28443","43050","0","147807","2.32695","","13647","15750","47029","1197.002496","minimize","34444","5","0","2250","S(21)","results_prod_shelf","0.73301","21000","13650","8776616","173736015","complete","35550","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","SATISFIED","1200.5417656628415","15","13726","20440","0","142914","1.12589","","6097","7000","13181","1198.640433","minimize","15927","1","0","1000","S(20)","results_prod_shelf","0.253603","9800","6100","159498776","1772602254","complete","16640","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","5.488211712799966","31","13726","20440","0","3790","1.14733","","6097","7000","12653","3.516121","minimize","15927","8","0","1000","S(13)","results_prod_shelf","0.257816","9800","6100","157116","2807679","complete","16640","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.18733715266","37","64838","98000","0","9098","5.93178","","30197","35000","43870","1192.534579","minimize","77339","0","0","5000","","results_prod_shelf","1.693273","47500","30200","1149160","25014458","complete","80500","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","23.31444913893938","19","158938","18200","0","1077","12.1228","147000","6097","7000","309992","4.965404","minimize","161939","5","0","1000","S(6)","results_prod_shelf","2.31515","33500","6100","1846305","51897834","complete","162200","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","159.15590638387948","2643","530561","46410","0","57242","44.2659","499500","13647","15750","521520","92.790052","minimize","535362","3","0","2250","S(13)","results_prod_shelf","8.252981","105450","13650","3482025","358459023","complete","537210","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","1.0396361267194152","28","2917","4410","0","1205","0.312603","","1547","1750","3833","0.392994","minimize","3718","1","0","250","S(10)","results_prod_shelf","0.060613","2200","1550","36711","351014","complete","3710","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","902.6003429619595","3216","1554196","103600","0","98246","131.157","1485000","30197","35000","2944219","706.057347","minimize","1564697","31","0","5000","S(17)","results_prod_shelf","24.283038","297000","30200","106304095","2327796604","complete","1569100","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.2103174021468","108","64838","98000","0","57907","5.65425","","30197","35000","92282","1192.800052","minimize","77339","1","0","5000","S(16)","results_prod_shelf","1.707374","47500","30200","7359290","158499670","complete","80500","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","379.5988168530166","578","68144","102200","0","50863","5.64863","","30197","35000","61398","370.264012","minimize","79145","12","0","5000","S(24)","results_prod_shelf","1.442144","49000","30200","6259188","121958910","complete","83200","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","11.937932228669524","154","13063","19600","0","7117","1.0966","","6097","7000","15079","10.160362","minimize","15564","6","0","1000","S(15)","results_prod_shelf","0.249233","9500","6100","464196","5228467","complete","16100","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","98.2816782463342","762","68144","102200","0","29595","5.36283","","30197","35000","52604","89.746825","minimize","79145","10","0","5000","S(30)","results_prod_shelf","1.202771","49000","30200","1659375","43720192","complete","83200","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1200.9615500727668","59","30098","45150","0","191780","2.4219","","13647","15750","29550","1197.053617","minimize","35349","0","0","2250","","results_prod_shelf","0.610478","21750","13650","22568060","480445788","complete","36900","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","260.30013552866876","143","13063","19600","0","11208","1.04454","","6097","7000","14776","258.562429","minimize","15564","5","0","1000","S(16)","results_prod_shelf","0.254925","9500","6100","1422013","24047982","complete","16100","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","188.6678079739213","117","28443","43050","0","33830","2.28018","","13647","15750","49981","184.555884","minimize","34444","6","0","2250","S(8)","results_prod_shelf","0.757887","21000","13650","3206938","38371731","complete","35550","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","11.008673910982907","6","3028","4550","0","10115","0.306687","","1547","1750","3637","10.309673","minimize","3779","3","0","250","S(8)","results_prod_shelf","0.057953","2250","1550","809424","9446704","complete","3800","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","24.20846194215119","11","160043","19600","0","1686","12.5024","147000","6097","7000","291410","5.113262","minimize","162544","2","0","1000","S(15)","results_prod_shelf","2.349201","34000","6100","744749","30596871","complete","163100","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","786.0996463261545","528","68144","102200","0","110915","5.56184","","30197","35000","61655","776.953577","minimize","79145","10","0","5000","S(24)","results_prod_shelf","1.411795","49000","30200","8586779","228093511","complete","83200","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","SATISFIED","1200.4494738234207","37","3250","4830","0","2316485","0.321938","","1547","1750","3315","1199.835634","minimize","3901","4","0","250","S(6)","results_prod_shelf","0.061208","2350","1550","41136314","664137907","complete","3980","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","1.0167521182447672","14","3250","4830","0","1384","0.348634","","1547","1750","2982","0.272887","minimize","3901","5","0","250","S(6)","results_prod_shelf","0.059323","2350","1550","23664","272010","complete","3980","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.2876610169187","85","68144","102200","0","13012","5.83358","","30197","35000","61891","1192.875528","minimize","79145","0","0","5000","","results_prod_shelf","1.405038","49000","30200","1090048","32396440","complete","83200","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","153.0319951074198","204","13063","19600","0","16431","1.11438","","6097","7000","16068","151.118064","minimize","15564","3","0","1000","S(17)","results_prod_shelf","0.260546","9500","6100","8071622","114200967","complete","16100","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","87.04524816945195","199","13063","19600","0","11958","1.15828","","6097","7000","16071","85.059623","minimize","15564","4","0","1000","S(16)","results_prod_shelf","0.269193","9500","6100","5135174","43225534","complete","16100","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","97.71862794458866","156","529899","45570","0","2132","43.5475","499500","13647","15750","969723","32.175635","minimize","535000","5","0","2250","S(20)","results_prod_shelf","8.110158","105150","13650","5145864","148620975","complete","536670","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","48.81926108337939","4526","13284","19880","0","154113","1.15815","","6097","7000","11195","46.980322","minimize","15685","1","0","1000","S(20)","results_prod_shelf","0.228536","9600","6100","979970","40406170","complete","16280","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","108.01247210707515","255","68144","102200","0","80726","5.27374","","30197","35000","52587","99.515185","minimize","79145","16","0","5000","S(30)","results_prod_shelf","1.212786","49000","30200","2796859","82538370","complete","83200","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","646.0429660519585","235","1553094","102200","0","19768","131.610999","1485000","30197","35000","2937155","448.335899","minimize","1564095","14","0","5000","S(24)","results_prod_shelf","25.02225","296500","30200","64846097","1746519334","complete","1568200","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.439554252661765","501","3107","4620","0","26274","0.299634","","1485","1680","3226","3.885316","minimize","3738","4","0","240","S(5)","results_prod_shelf","0.056328","2250","1488","153913","2669132","complete","3810","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","SATISFIED","1202.0261026620865","679","68144","102200","0","18633","5.3122","","30197","35000","52432","1193.528139","minimize","79145","6","0","5000","S(37)","results_prod_shelf","1.203814","49000","30200","1433624","39018320","complete","83200","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.2512549683452","17","30098","45150","0","769123","2.59356","","13647","15750","6099","1196.895549","minimize","35349","0","0","2250","","results_prod_shelf","0.623032","21750","13650","3873646","559978372","complete","36900","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","305.42734158877283","1329","67593","101500","0","86517","5.62773","","30197","35000","67368","296.265282","minimize","78844","7","0","5000","S(16)","results_prod_shelf","1.405752","48750","30200","4216211","63187219","complete","82750","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.9387168819085","72","28443","43050","0","147617","2.22011","","13647","15750","47029","1197.122209","minimize","34444","5","0","2250","S(21)","results_prod_shelf","0.723681","21000","13650","8766122","173568646","complete","35550","0"
"Huub_vsids_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","165.27466732542962","1435","68144","102200","0","53509","5.36485","","30197","35000","53598","156.646215","minimize","79145","16","0","5000","S(30)","results_prod_shelf","1.221121","49000","30200","2542992","71701073","complete","83200","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","OPTIMAL_SOLUTION","784.4829360311851","528","68144","102200","0","110915","5.82472","","30197","35000","61655","775.069365","minimize","79145","10","0","5000","S(24)","results_prod_shelf","1.413839","49000","30200","8586779","228093511","complete","83200","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","SATISFIED","1200.4381624320522","37","3250","4830","0","2303058","0.322409","","1547","1750","3315","1199.828922","minimize","3901","4","0","250","S(6)","results_prod_shelf","0.061812","2350","1550","40899341","660303380","complete","3980","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","498.03911355976015","53","11958","18200","0","172446","1.00722","","6097","7000","26043","496.146159","minimize","14959","7","0","1000","S(6)","results_prod_shelf","0.313953","9000","6100","12007423","105819325","complete","15200","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","1057.5024666767567","8997","69246","103600","0","611724","5.29635","","30197","35000","55991","1048.867421","minimize","79747","17","0","5000","S(17)","results_prod_shelf","1.279154","49500","30200","8330364","366686362","complete","84100","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","3.9090797547250986","15","3250","4830","0","12290","0.314515","","1547","1750","3119","3.306605","minimize","3901","4","0","250","S(6)","results_prod_shelf","0.059723","2350","1550","337968","4487960","complete","3980","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","228.09707105066627","263","30429","45570","0","4826","2.48561","","13647","15750","31499","224.141383","minimize","35530","5","0","2250","S(20)","results_prod_shelf","0.534461","21900","13650","527275","11357484","complete","37170","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.8484467612579465","18","2917","4410","0","2680","0.311689","","1547","1750","3977","2.285735","minimize","3718","1","0","250","S(10)","results_prod_shelf","0.059004","2200","1550","178224","1958256","complete","3710","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1202.2317738225684","6","67593","101500","0","129597","5.54701","","30197","35000","11035","1193.171439","minimize","78844","0","0","5000","","results_prod_shelf","1.393942","48750","30200","1155170","311567601","complete","82750","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","11.159236655570567","119","13063","19600","0","4935","1.12057","","6097","7000","15382","9.309129","minimize","15564","4","0","1000","S(8)","results_prod_shelf","0.269946","9500","6100","325581","4691207","complete","16100","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","1.0052747195586562","7","3250","4830","0","867","0.332647","","1547","1750","2990","0.193454","minimize","3901","5","0","250","S(6)","results_prod_shelf","0.061205","2350","1550","20563","200032","complete","3980","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","174.91515017021447","1387","68144","102200","0","69347","5.29298","","30197","35000","53261","166.479474","minimize","79145","12","0","5000","S(30)","results_prod_shelf","1.20982","49000","30200","2589112","76503205","complete","83200","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","245.07695636339486","5371","31091","46410","0","296088","2.31832","","13647","15750","25703","241.194629","minimize","35892","14","0","2250","S(13)","results_prod_shelf","0.55338","22200","13650","2717827","105839650","complete","37710","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","121.25943083502352","251","529568","45150","0","24731","42.1533","499500","13647","15750","990406","57.723686","minimize","534819","8","0","2250","S(13)","results_prod_shelf","8.116295","105000","13650","9052535","308014646","complete","536400","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","UNKNOWN","1202.2187734730542","31","69246","103600","0","89460","5.44334","","30197","35000","55890","1193.368885","minimize","79747","0","0","5000","","results_prod_shelf","1.274361","49500","30200","19260436","445667157","complete","84100","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","10.88061155192554","6","3028","4550","0","10115","0.304775","","1547","1750","3637","10.301765","minimize","3779","3","0","250","S(8)","results_prod_shelf","0.057905","2250","1550","809424","9446704","complete","3800","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","2.818945525214076","0","21240","4830","0","586","1.63579","18000","1547","1750","36450","0.26442","minimize","21891","5","0","250","S(6)","results_prod_shelf","0.293636","5350","1550","188626","1693623","complete","21980","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","1.9460706124082208","32","3250","4830","0","2860","0.32231","","1547","1750","3297","1.357272","minimize","3901","6","0","250","S(4)","results_prod_shelf","0.061556","2350","1550","100677","1163119","complete","3980","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","3.1784270014613867","32","21018","4550","0","2013","1.5453","18000","1547","1750","36487","0.633253","minimize","21769","2","0","250","S(9)","results_prod_shelf","0.297035","5250","1550","146747","3841430","complete","21800","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","10.032328897155821","156","13726","20440","0","14307","1.11565","","6097","7000","12454","8.197397","minimize","15927","7","0","1000","S(13)","results_prod_shelf","0.25019","9800","6100","204030","5025778","complete","16640","0"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","OPTIMAL_SOLUTION","109.64712265878916","200","527913","43050","0","12718","44.0802","499500","13647","15750","1014498","43.839459","minimize","533914","4","0","2250","S(8)","results_prod_shelf","8.15976","104250","13650","5643942","284270026","complete","535050","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","17.10028411168605","92","30429","45570","0","11060","2.54162","","13647","15750","25160","13.097638","minimize","35530","6","0","2250","S(20)","results_prod_shelf","0.54784","21900","13650","442342","9230132","complete","37170","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","627.2633365616202","31","13063","19600","0","136956","1.07846","","6097","7000","14944","625.461808","minimize","15564","5","0","1000","S(16)","results_prod_shelf","0.267141","9500","6100","26763903","391456447","complete","16100","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1200.9503380209208","1780","30098","45150","0","182950","2.47394","","13647","15750","29474","1196.970427","minimize","35349","8","0","2250","S(16)","results_prod_shelf","0.600518","21750","13650","17966798","407233264","complete","36900","0"
"Huub_vsids_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","290.45264460891485","2424","529568","45150","0","64599","42.4329","499500","13647","15750","993654","226.244426","minimize","534819","16","0","2250","S(14)","results_prod_shelf","8.145755","105000","13650","23904400","815948905","complete","536400","0"
"Huub_vsids_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","493.1877507548779","53","11958","18200","0","172446","1.00532","","6097","7000","26043","491.422384","minimize","14959","7","0","1000","S(6)","results_prod_shelf","0.318323","9000","6100","12007423","105819325","complete","15200","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.9362945565954","141","28443","43050","0","81105","2.32435","","13647","15750","48657","1196.976031","minimize","34444","10","0","2250","S(11)","results_prod_shelf","0.748936","21000","13650","23754277","282848786","complete","35550","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","365.4009376950562","91","11958","18200","0","13112","0.994665","","6097","7000","27035","363.67158","minimize","14959","9","0","1000","S(6)","results_prod_shelf","0.299351","9000","6100","2165903","17891225","complete","15200","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.4965986805036664","94","3028","4550","0","3729","0.335355","","1547","1750","3617","0.727222","minimize","3779","2","0","250","S(9)","results_prod_shelf","0.060226","2250","1550","60365","663273","complete","3800","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","SATISFIED","1200.9487266531214","42","31091","46410","0","520330","2.30623","","13647","15750","25940","1197.165077","minimize","35892","2","0","2250","S(26)","results_prod_shelf","0.564898","22200","13650","16320569","333447136","complete","37710","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","3.9879959113895893","141","3028","4550","0","5061","0.319718","","1547","1750","3613","3.36301","minimize","3779","2","0","250","S(9)","results_prod_shelf","0.058304","2250","1550","67098","877516","complete","3800","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","35.566431645303965","113","13726","20440","0","4882","1.1312","","6097","7000","12743","33.614329","minimize","15927","5","0","1000","S(13)","results_prod_shelf","0.251174","9800","6100","150381","3220485","complete","16640","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1200.9516983600333","84","30098","45150","0","144894","2.5685","","13647","15750","30959","1196.846728","minimize","35349","3","0","2250","S(14)","results_prod_shelf","0.616789","21750","13650","10870234","214453757","complete","36900","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","10.013282897882164","156","13726","20440","0","14307","1.15212","","6097","7000","12454","8.070962","minimize","15927","7","0","1000","S(13)","results_prod_shelf","0.25694","9800","6100","204030","5025778","complete","16640","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","UNKNOWN","1200.9353117952123","8","30098","45150","0","149074","2.45853","","13647","15750","31028","1196.961545","minimize","35349","0","0","2250","","results_prod_shelf","0.62674","21750","13650","73344712","804503192","complete","36900","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","47.733944804407656","5113","13284","19880","0","164897","1.07406","","6097","7000","11523","45.977142","minimize","15685","1","0","1000","S(20)","results_prod_shelf","0.232992","9600","6100","1295191","49226020","complete","16280","0"
"Huub_vsids_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","46.636165850795805","121","13063","19600","0","24060","1.08477","","6097","7000","14868","44.697378","minimize","15564","13","0","1000","S(8)","results_prod_shelf","0.273785","9500","6100","1334653","20281861","complete","16100","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","467.2642117077485","18","13726","20440","0","309497","1.17473","","6097","7000","12112","465.278363","minimize","15927","8","0","1000","S(13)","results_prod_shelf","0.253317","9800","6100","5688625","271832120","complete","16640","0"
"Huub_free_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","137.06818114034832","26","13063","19600","0","64871","1.06648","","6097","7000","14424","135.293678","minimize","15564","7","0","1000","S(8)","results_prod_shelf","0.265798","9500","6100","3499311","56174630","complete","16100","0"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.2370417648926","6","64838","98000","0","81087","5.74436","","30197","35000","42871","1192.67807","minimize","77339","0","0","5000","","results_prod_shelf","1.732617","47500","30200","2007911","171046992","complete","80500","0"
"Huub_vsids_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.2624101294205","218","64838","98000","0","39129","5.63238","","30197","35000","97357","1192.711159","minimize","77339","7","0","5000","S(12)","results_prod_shelf","1.777839","47500","30200","11335400","148296497","complete","80500","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1200.9287831783295","84","30098","45150","0","144891","2.46834","","13647","15750","30959","1196.940243","minimize","35349","3","0","2250","S(14)","results_prod_shelf","0.620053","21750","13650","10869486","214438664","complete","36900","0"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","SATISFIED","1201.02533459384","1644","31091","46410","0","103352","2.41882","","13647","15750","26253","1197.038368","minimize","35892","13","0","2250","S(15)","results_prod_shelf","0.577438","22200","13650","2096650","69655728","complete","37710","0"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1368974056095","218","64838","98000","0","38956","6.0938","","30197","35000","97357","1192.248773","minimize","77339","7","0","5000","S(12)","results_prod_shelf","1.784846","47500","30200","11269301","147453910","complete","80500","0"
"Huub_vsids_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","UNKNOWN","1202.207316795364","39","69246","103600","0","54806","5.32742","","30197","35000","56776","1193.519595","minimize","79747","0","0","5000","","results_prod_shelf","1.260688","49500","30200","35860587","565677386","complete","84100","0"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","2.246135444380343","99","3028","4550","0","7498","0.346422","","1547","1750","3715","1.441289","minimize","3779","2","0","250","S(9)","results_prod_shelf","0.057984","2250","1550","93740","1233727","complete","3800","0"
