"configuration","problem","model","data_file","status","time","run","objective"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","819.87","results_container","5940"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","1036.495","results_container","5760"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl05.dzn","","14.27","results_container","7410"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","38.044","results_container","31464"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","38.295","results_container","30780"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","39.357","results_container","29160"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","40.146","results_container","28980"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","40.427","results_container","28350"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","40.901","results_container","28152"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","41.173","results_container","27540"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","41.448","results_container","26928"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","41.797","results_container","26588"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","42.092","results_container","26010"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","42.386","results_container","25704"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","42.969","results_container","24948"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","43.284","results_container","24276"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","43.761","results_container","24242"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","45.219","results_container","22816"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","45.51","results_container","22320"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","46.819","results_container","20925"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","47.218","results_container","20460"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","47.567","results_container","20250"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","50.498","results_container","18800"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","50.796","results_container","18400"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","51.092","results_container","18000"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","51.482","results_container","17600"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","51.911","results_container","17200"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","52.932","results_container","16800"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","57.341","results_container","16450"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","57.622","results_container","16100"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","154.924","results_container","15984"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","156.322","results_container","15960"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","161.273","results_container","15876"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","161.568","results_container","15498"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","203.07","results_container","15466"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","203.614","results_container","15162"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","204.708","results_container","14763"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","309.094","results_container","14703"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","309.51","results_container","13572"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","348.613","results_container","13299"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","464.064","results_container","12996"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","899.596","results_container","12654"
"Huub_free","","../container-loading/container-loading.mzn","../container-loading/cl07.dzn","","968.013","results_container","12636"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","14.403","results_container","9504"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl14.dzn","","23.937","results_container","9216"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl11.dzn","","9.342","results_container","6435"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl11.dzn","","17.935","results_container","6240"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl11.dzn","","21.065","results_container","6045"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl11.dzn","","51.599","results_container","5940"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl11.dzn","","97.179","results_container","5445"
"cp-sat","","../container-loading/container-loading.mzn","../container-loading/cl09.dzn","","64.641","results_container","12852"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","96.022","results_container","25920"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","96.645","results_container","25380"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","97.441","results_container","24840"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","98.337","results_container","24300"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","99.392","results_container","23760"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","102.752","results_container","23220"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","103.547","results_container","22680"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","106.162","results_container","22140"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","107.39","results_container","21600"
"chuffed","","../container-loading/container-loading.mzn","../container-loading/cl12.dzn","","110.143","results_container","21060"
