"configuration","problem","model","data_file","status","time","flatIntVars","method","flatIntConstraints","paths","eliminatedImplications","flatBoolVars","nSolutions","run","failures","intVariables","oracleDecisions","userDecisions","flatBoolConstraints","evaluatedReifiedConstraints","propagations","peakDepth","unifiedVariables","blockType","initTime","flatTime","evaluatedHalfReifiedConstraints","extractedViews","propagators","restarts","solveTime"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","46.795918221003376","13406","satisfy","38729","0","58","36453","1","results_rect_core_prop","207269","147","115811","130243","11745","24766","12077982","1811","0","complete","0.366692","1.23956","116","38019","752","3531","44.527849"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","UNSATISFIABLE","1.173405426030513","3383","satisfy","9555","0","34","8636","0","results_rect_core_prop","2423","79","2580","0","2754","5916","351105","101","0","complete","0.090485","0.392985","68","9214","362","0","0.414933"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","382.06494515098166","5905","satisfy","16839","0","42","15498","1","results_rect_core_prop","1794387","103","0","1801414","4956","10584","72513477","24","0","complete","0.153678","0.593168","84","16380","488","0","380.929673"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","2.145138687978033","3124","satisfy","8841","0","34","8007","1","results_rect_core_prop","10913","75","0","12570","2567","5474","722749","21","0","complete","0.082435","0.332784","68","8517","343","0","1.489519"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNSATISFIABLE","204.6129983899882","7827","satisfy","22441","0","48","20856","0","results_rect_core_prop","861330","117","503273","560423","6696","14208","44865295","1163","0","complete","0.213224","0.806701","96","21912","561","15881","203.12674"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","55.620978392020334","11991","satisfy","34575","0","56","32452","1","results_rect_core_prop","208259","141","167469","145663","10444","22064","15335194","2634","0","complete","0.33787","1.22061","112","33908","707","7863","53.42922"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.134586672997102","3561","satisfy","10085","0","36","9162","1","results_rect_core_prop","9758","81","0","10026","2934","6264","544030","18","0","complete","0.095055","0.39521","72","9738","368","0","1.31008"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","UNSATISFIABLE","1.6861372080165893","5283","satisfy","15053","0","40","13820","0","results_rect_core_prop","2978","97","3332","0","4420","9440","581066","144","0","complete","0.13957","0.528197","80","14620","460","0","0.68658"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","18.973965993965976","9408","satisfy","27015","0","50","25175","1","results_rect_core_prop","78168","127","36881","49378","8075","17150","5315979","624","0","complete","0.259854","0.930813","100","26425","626","758","17.210522"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","UNSATISFIABLE","3.8689908150117844","7086","satisfy","20305","0","46","18837","0","results_rect_core_prop","8878","111","9476","0","6049","12834","1925089","207","0","complete","0.190235","0.697408","92","19803","532","0","2.405798"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNSATISFIABLE","18.543148900964297","11991","satisfy","34575","0","56","32452","0","results_rect_core_prop","34206","141","43758","0","10444","22064","9303971","7385","0","complete","0.339757","1.23565","112","33908","707","0","16.249463"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","UNSATISFIABLE","3.5335656969691627","6803","satisfy","19460","0","44","17996","0","results_rect_core_prop","8839","109","9491","0","5764","12276","1658565","207","0","complete","0.179941","0.66541","88","18964","526","0","2.216109"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNSATISFIABLE","42.285305575001985","14077","satisfy","40639","0","58","38222","0","results_rect_core_prop","76004","151","89883","0","12296","25984","18023605","8826","0","complete","0.394063","1.33798","116","39904","779","0","39.82023"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNSATISFIABLE","53.525211054016836","13406","satisfy","38729","0","58","36453","0","results_rect_core_prop","93118","147","110100","0","11745","24766","20995501","8442","0","complete","0.36838","1.24866","116","38019","752","0","51.214169"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNSATISFIABLE","43.01622062601382","14529","satisfy","41991","0","60","39570","0","results_rect_core_prop","69388","153","83723","0","12750","26880","16687716","9169","0","complete","0.408083","1.37825","120","41250","785","0","40.492178"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNSATISFIABLE","15.316983869008254","9408","satisfy","27015","0","50","25175","0","results_rect_core_prop","38362","127","41739","0","8075","17150","7635445","1248","0","complete","0.255517","0.921535","100","26425","626","0","13.639752"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.530421412026","9755","satisfy","28052","0","52","26208","0","results_rect_core_prop","4438524","129","0","4443893","8424","17836","159299640","15","0","complete","0.263619","1.00208","104","27456","632","0","1198.731879"
