"configuration","problem","model","data_file","status","time","variables","flatBoolConstraints","flatIntVars","objective","unifiedVariables","evaluatedReifiedConstraints","propagations","paths","propagators","trailMem","initTime","nodes","method","failures","userDecisions","baseMem","nogoods","restarts","boolVariables","nSolutions","evaluatedHalfReifiedConstraints","run","peakMem","oracleDecisions","randomSeed","solveTime","blockType","flatIntConstraints","backjumps","eliminatedImplications","flatTime","peakDepth","intVars","flatBoolVars","intVariables","objectiveBound","solutions","extractedViews"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","51.63600633852184","","12151","13406","","0","24766","49866934","0","2321","","0.400867","","satisfy","209179","144409","","","4237","","1","1740","results_rect","","118675","","49.150313","complete","40352","","58","1.30865","3292","","38077","147","","","38019"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","2.070866219699383","","108","87","0","","","2201001","0","","","","","satisfy","32983","","","","","270","1","144","results_rect","","","","1.8121","","211","","72","0.097782","","","144","","0","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","0.9783686269074678","","2890","3383","","0","5916","217781","0","870","","0.096311","","satisfy","1318","0","","","0","","1","612","results_rect","","4895","","0.146037","complete","10098","","34","0.375611","3429","","9180","79","","","9214"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","11.083633044734597","233","108","87","","","","19009572","0","321","","0.010061","550308","satisfy","275139","","","","0","","1","144","results_rect","","","","10.8015","","211","","72","0.094956","47","","144","","","1",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","71.53041615523398","","5166","5905","","0","10584","62201120","0","1286","","0.167907","","satisfy","397538","398293","","","0","","1","924","results_rect","","122","","70.383353","complete","17678","","42","0.610214","142","","16338","103","","","16380"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.2382160369307","29784","602","147","","","1624","4888006932","0","3399","0.05","0.05","7547143","satisfy","7342116","","0.0","7342116","0","29606","0","112","results_rect","0.0","","-573846697","1199.862","","1842","205015","56","0.135979","16","176","1792","","","",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8105986397713423","","2703","3124","","0","5474","236821","0","852","","0.089751","","satisfy","1377","1391","","","0","","1","612","results_rect","","3137","","0.131052","complete","9384","","34","0.341902","3152","","8551","75","","","8517"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","3.85228836722672","","6972","7827","","0","14208","2987746","0","1620","","0.230197","","satisfy","13376","9367","","","34","","1","1200","results_rect","","5706","","2.277379","complete","23544","","48","0.784197","1153","","21960","117","","","21912"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.2102347128093","22876","468","127","","","1200","4134641341","0","2531","0.05","0.036","8641143","satisfy","8376267","","0.0","8376267","0","22722","0","96","results_rect","0.0","","1615418318","1199.875","","1388","264867","48","0.121879","16","152","1344","","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.2488763276488","29090","567","141","","","1512","3955965073","0","3169","0.05","0.046","7348767","satisfy","6943024","","0.0","6943024","0","28919","0","108","results_rect","0.0","","-1643766383","1199.855","","1722","405733","54","0.141624","19","169","1674","","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","41.517139568924904","","126","109","0","","","51523272","0","","","","","satisfy","620301","","","","","435","1","168","results_rect","","","","41.2782","","249","","84","0.101751","","","168","","0","",""
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","189.90523913130164","","10822","11991","","0","22064","152328108","0","2166","","0.352539","","satisfy","662980","490337","","","17607","","1","1624","results_rect","","445842","","187.68344","complete","36086","","56","1.18604","1917","","33964","141","","","33908"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","431.0327267758548","","132","115","0","","","574550905","0","","","","","satisfy","6160276","","","","","607","1","176","results_rect","","","","430.665","","261","","88","0.14307","","","176","","0","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.248797494918","309","138","121","","","","855824641","0","413","","0.002311","64144362","satisfy","32072124","","","","0","","0","184","results_rect","","","","1199.91","","273","","92","0.089409","57","","184","","","0",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","428.887307042256","","132","115","0","","","574550905","0","","","","","satisfy","6160276","","","","","607","1","176","results_rect","","","","428.621","","261","","88","0.101495","","","176","","0","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.7856043633073568","12936","350","99","","","840","10228369","0","1783","0.04","0.022","24005","satisfy","22882","","0.0","22882","0","12814","1","80","results_rect","0.0","","-2033016465","1.503","","994","1101","40","0.111025","23","120","960","","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.30975128151476383","197","90","73","","","","158957","0","269","","0.001636","6036","satisfy","3010","","","","0","","1","120","results_rect","","","","0.078106","","177","","60","0.086356","26","","120","","","1",""
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","3.526449555531144","","3087","3561","","0","6264","3264321","0","944","","0.10019","","satisfy","25307","25391","","","0","","1","684","results_rect","","64","","2.700254","complete","10696","","36","0.415375","84","","9774","81","","","9738"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.307593123987317","","4610","5283","","0","9440","354627","0","1179","","0.148429","","satisfy","1525","0","","","0","","1","840","results_rect","","7077","","0.246484","complete","15812","","40","0.546422","5320","","14580","97","","","14620"
"Huub_free","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","11.17993657849729","","8375","9408","","0","17150","10270100","0","1777","","0.281827","","satisfy","49162","33920","","","745","","1","1300","results_rect","","22205","","9.372655","complete","28214","","50","0.990939","469","","26375","127","","","26425"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","1.813429893925786","","6302","7086","","0","12834","433740","0","1501","","0.201253","","satisfy","1522","0","","","0","","1","1104","results_rect","","9262","","0.323356","complete","21316","","46","0.759195","7327","","19849","111","","","19803"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","17.028461162000895","14848","378","105","","","924","59275190","0","1957","0.04","0.026","136872","satisfy","132118","","0.0","132118","0","14719","1","84","results_rect","0.0","","643326039","16.701","","1086","4729","42","0.128352","24","127","1050","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","3.838458262383938","","10822","11991","","0","22064","2093426","0","2166","","0.356323","","satisfy","4319","0","","","0","","1","1624","results_rect","","12337","","1.511967","complete","36086","","56","1.17323","7385","","33964","141","","","33908"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.6464012656360865","9762","297","87","","","684","9076049","0","1459","0.02","0.017","23492","satisfy","22672","","0.0","22672","0","9654","1","72","results_rect","0.0","","-31427622","1.327","","822","795","36","0.12119","24","106","792","","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.4202663190663","","168","147","","","","","0","","","","","satisfy","","","","","","","0","224","results_rect","","","","","","331","","112","0.100916","","","224","","","",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","1.6870851200073957","","5995","6803","","0","12276","422674","0","1407","","0.194248","","satisfy","1557","0","","","0","","1","1012","results_rect","","8879","","0.328831","complete","20383","","44","0.701482","6931","","18920","109","","","18964"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","3.8557010795921087","","12702","14077","","0","25984","1659472","0","2346","","0.415739","","satisfy","3267","0","","","0","","1","1740","results_rect","","13087","","1.259875","complete","42262","","58","1.4366","8826","","39846","151","","","39904"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.9156226925551891","","114","93","0","","","2213218","0","","","","","satisfy","30243","","","","","314","1","152","results_rect","","","","1.66797","","223","","76","0.103475","","","152","","0","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.2269705943763","","162","141","","","","","0","","","","","satisfy","","","","","","","0","216","results_rect","","","","","","319","","108","0.090558","","","216","","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","51.44028344377875","16026","378","109","","","924","170466648","0","1961","0.04","0.026","391168","satisfy","374587","","0.0","374587","0","15893","1","84","results_rect","0.0","","-959573852","51.135","","1088","16558","42","0.118496","22","131","1050","","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.1708137337118","351","156","139","","","","645130269","0","467","","0.002566","62531031","satisfy","31265426","","","","0","","0","208","results_rect","","","","1199.9","","309","","104","0.09311","71","","208","","","0",""
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","4.2808300498872995","","12151","13406","","0","24766","2767858","0","2321","","0.400081","","satisfy","4211","0","","","0","","1","1740","results_rect","","13259","","1.777918","complete","40352","","58","1.32608","8442","","38077","147","","","38019"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","SATISFIED","4.10596826672554","","13185","14529","","0","26880","1715904","0","2468","","0.437282","","satisfy","3267","0","","","0","","1","1860","results_rect","","13466","","1.385687","complete","43730","","60","1.42568","9169","","41310","153","","","41250"
"Huub_vsids","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","SATISFIED","2.202477637678385","","8375","9408","","0","17150","477305","0","1777","","0.267186","","satisfy","1393","0","","","0","","1","1300","results_rect","","12448","","0.39213","complete","28214","","50","0.947676","9596","","26375","127","","","26425"
"Huub_user","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.56418938376","","8749","9755","","0","17836","667331930","0","1883","","0.28611","","satisfy","4683557","4689341","","","0","","0","1404","results_rect","","0","","1198.700709","complete","29351","","52","1.01092","16","","27508","129","","","27456"
